* Measurement data measured by REW V5.19
* Source: M-Track Eight, no input selected, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -4.0 dBFS  With no timing reference
* Dated: Jun 15, 2020 2:19:05 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Mes_b_135_135
* Smoothing: 1/48 octave
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1577.644 88.576 155.267
1577.980 88.604 154.994
1578.316 88.631 154.719
1578.653 88.658 154.440
1578.990 88.683 154.159
1579.326 88.707 153.875
1579.662 88.729 153.590
1579.999 88.751 153.304
1580.335 88.772 153.016
1580.672 88.791 152.728
1581.008 88.810 152.439
1581.345 88.827 152.150
1581.681 88.844 151.862
1582.018 88.860 151.574
1582.354 88.874 151.288
1582.690 88.888 151.002
1583.027 88.901 150.718
1583.363 88.913 150.436
1583.700 88.924 150.156
1584.036 88.935 149.878
1584.373 88.945 149.603
1584.709 88.954 149.330
1585.046 88.962 149.061
1585.382 88.970 148.795
1585.719 88.977 148.531
1586.055 88.984 148.272
1586.391 88.990 148.016
1586.728 88.996 147.764
1587.064 89.001 147.515
1587.401 89.005 147.270
1587.737 89.010 147.030
1588.074 89.014 146.793
1588.410 89.018 146.560
1588.747 89.021 146.331
1589.083 89.024 146.106
1589.420 89.027 145.885
1589.756 89.030 145.668
1590.093 89.033 145.455
1590.429 89.035 145.245
1590.765 89.038 145.040
1591.102 89.040 144.838
1591.438 89.042 144.639
1591.775 89.045 144.444
1592.111 89.047 144.252
1592.448 89.049 144.063
1592.784 89.052 143.878
1593.121 89.054 143.695
1593.457 89.056 143.515
1593.793 89.059 143.338
1594.130 89.061 143.163
1594.466 89.064 142.991
1594.803 89.067 142.820
1595.139 89.069 142.652
1595.476 89.072 142.486
1595.812 89.075 142.321
1596.149 89.078 142.158
1596.485 89.081 141.996
1596.822 89.084 141.836
1597.158 89.087 141.677
1597.495 89.090 141.519
1597.831 89.094 141.362
1598.167 89.097 141.206
1598.504 89.100 141.050
1598.840 89.103 140.896
1599.177 89.106 140.742
1599.513 89.109 140.589
1599.850 89.112 140.437
1600.186 89.115 140.285
1600.523 89.118 140.134
1600.859 89.120 139.983
1601.196 89.122 139.833
1601.532 89.125 139.684
1601.868 89.127 139.536
1602.205 89.129 139.388
1602.541 89.130 139.242
1602.878 89.132 139.096
1603.214 89.133 138.952
1603.551 89.134 138.809
1603.887 89.134 138.667
1604.224 89.134 138.526
1604.560 89.134 138.388
1604.896 89.134 138.251
1605.233 89.133 138.116
1605.570 89.132 137.983
1605.906 89.131 137.853
1606.242 89.129 137.725
1606.579 89.127 137.599
1606.915 89.125 137.477
1607.252 89.123 137.358
1607.588 89.120 137.242
1607.925 89.117 137.130
1608.261 89.113 137.021
1608.598 89.110 136.916
1608.934 89.106 136.815
1609.271 89.102 136.719
1609.607 89.098 136.627
1609.943 89.093 136.539
1610.280 89.089 136.456
1610.616 89.084 136.379
1610.953 89.080 136.306
1611.289 89.075 136.238
1611.626 89.070 136.176
1611.962 89.066 136.119
1612.299 89.061 136.068
1612.635 89.057 136.022
1612.971 89.053 135.982
1613.308 89.049 135.947
1613.645 89.045 135.918
1613.981 89.042 135.895
1614.317 89.039 135.877
1614.654 89.036 135.866
1614.990 89.034 135.860
1615.327 89.033 135.859
1615.663 89.032 135.864
1616.000 89.031 135.874
1616.336 89.032 135.889
1616.673 89.033 135.909
1617.009 89.034 135.935
1617.345 89.037 135.965
1617.682 89.040 136.000
1618.018 89.045 136.039
1618.355 89.050 136.082
1618.691 89.056 136.129
1619.028 89.063 136.179
1619.364 89.071 136.234
1619.701 89.081 136.291
1620.037 89.091 136.350
1620.374 89.102 136.413
1620.710 89.115 136.477
1621.046 89.129 136.543
1621.383 89.143 136.611
1621.719 89.159 136.680
1622.056 89.177 136.750
1622.392 89.195 136.820
1622.729 89.214 136.889
1623.065 89.235 136.959
1623.402 89.257 137.028
1623.738 89.280 137.096
1624.074 89.304 137.163
1624.411 89.329 137.228
1624.748 89.355 137.290
1625.084 89.382 137.350
1625.420 89.410 137.407
1625.757 89.440 137.462
1626.093 89.470 137.512
1626.430 89.501 137.559
1626.766 89.533 137.601
1627.103 89.565 137.639
1627.439 89.599 137.672
1627.776 89.633 137.700
1628.112 89.668 137.722
1628.448 89.703 137.739
1628.785 89.739 137.750
1629.121 89.776 137.755
1629.458 89.813 137.753
1629.794 89.851 137.744
1630.131 89.889 137.729
1630.467 89.927 137.707
1630.804 89.966 137.678
1631.140 90.005 137.641
1631.477 90.044 137.597
1631.813 90.083 137.545
1632.149 90.122 137.486
1632.486 90.161 137.419
1632.823 90.201 137.344
1633.159 90.240 137.261
1633.495 90.279 137.170
1633.832 90.318 137.071
1634.168 90.357 136.965
1634.505 90.396 136.850
1634.841 90.435 136.727
1635.178 90.473 136.597
1635.514 90.511 136.458
1635.851 90.549 136.312
1636.187 90.586 136.158
1636.523 90.623 135.996
1636.860 90.660 135.827
1637.196 90.696 135.650
1637.533 90.731 135.466
1637.869 90.767 135.274
1638.206 90.801 135.075
1638.542 90.836 134.870
1638.879 90.869 134.657
1639.215 90.903 134.438
1639.552 90.935 134.212
1639.888 90.967 133.979
1640.224 90.999 133.741
1640.561 91.030 133.496
1640.897 91.060 133.245
1641.234 91.090 132.989
1641.570 91.119 132.727
1641.907 91.147 132.459
1642.243 91.175 132.187
1642.580 91.202 131.908
1642.916 91.229 131.625
1643.253 91.254 131.338
1643.589 91.280 131.045
1643.926 91.304 130.749
1644.262 91.328 130.448
1644.598 91.352 130.142
1644.935 91.374 129.833
1645.271 91.396 129.520
1645.608 91.418 129.203
1645.944 91.439 128.883
1646.281 91.459 128.559
1646.617 91.478 128.232
1646.954 91.497 127.902
1647.290 91.515 127.569
1647.626 91.533 127.234
1647.963 91.550 126.896
1648.299 91.566 126.554
1648.636 91.582 126.210
1648.972 91.597 125.865
1649.309 91.611 125.517
1649.645 91.625 125.166
1649.982 91.638 124.814
1650.318 91.651 124.460
1650.655 91.663 124.104
1650.991 91.674 123.747
1651.328 91.684 123.388
1651.664 91.694 123.027
1652.000 91.703 122.666
1652.337 91.712 122.302
1652.673 91.720 121.938
1653.010 91.727 121.573
1653.346 91.734 121.208
1653.683 91.740 120.841
1654.019 91.745 120.474
1654.356 91.749 120.106
1654.692 91.753 119.738
1655.029 91.756 119.369
1655.365 91.759 119.001
1655.701 91.761 118.633
1656.038 91.762 118.265
1656.374 91.762 117.897
1656.711 91.762 117.529
1657.047 91.760 117.162
1657.384 91.758 116.796
1657.720 91.756 116.431
1658.057 91.752 116.067
1658.393 91.748 115.705
1658.729 91.743 115.344
1659.066 91.737 114.985
1659.403 91.731 114.627
1659.739 91.724 114.272
1660.075 91.716 113.919
1660.412 91.707 113.568
1660.748 91.697 113.220
1661.085 91.686 112.875
1661.421 91.675 112.533
1661.758 91.663 112.195
1662.094 91.650 111.860
1662.431 91.637 111.529
1662.767 91.622 111.201
1663.104 91.607 110.879
1663.440 91.591 110.560
1663.776 91.574 110.247
1664.113 91.556 109.938
1664.449 91.538 109.634
1664.786 91.519 109.336
1665.122 91.499 109.043
1665.459 91.478 108.756
1665.795 91.457 108.476
1666.132 91.434 108.201
1666.468 91.412 107.933
1666.804 91.388 107.671
1667.141 91.364 107.416
1667.478 91.339 107.168
1667.814 91.314 106.927
1668.150 91.288 106.694
1668.487 91.262 106.468
1668.823 91.235 106.249
1669.160 91.207 106.038
1669.496 91.179 105.834
1669.833 91.151 105.638
1670.169 91.122 105.451
1670.506 91.093 105.271
1670.842 91.064 105.099
1671.178 91.034 104.935
1671.515 91.004 104.779
1671.851 90.974 104.631
1672.188 90.944 104.491
1672.524 90.914 104.359
1672.861 90.883 104.234
1673.197 90.853 104.117
1673.534 90.823 104.008
1673.870 90.793 103.907
1674.207 90.763 103.812
1674.543 90.733 103.725
1674.879 90.704 103.645
1675.216 90.675 103.572
1675.552 90.646 103.505
1675.889 90.618 103.445
1676.225 90.590 103.390
1676.562 90.563 103.342
1676.898 90.537 103.299
1677.235 90.511 103.261
1677.571 90.486 103.228
1677.907 90.461 103.200
1678.244 90.438 103.176
1678.581 90.415 103.156
1678.917 90.393 103.140
1679.253 90.372 103.127
1679.590 90.353 103.116
1679.926 90.334 103.109
1680.263 90.316 103.103
1680.599 90.299 103.098
1680.936 90.283 103.095
1681.272 90.269 103.093
1681.609 90.256 103.092
1681.945 90.243 103.090
1682.281 90.232 103.088
1682.618 90.222 103.085
1682.954 90.214 103.080
1683.291 90.206 103.074
1683.627 90.200 103.066
1683.964 90.195 103.056
1684.300 90.191 103.043
1684.637 90.188 103.026
1684.973 90.186 103.006
1685.310 90.186 102.982
1685.646 90.186 102.954
1685.982 90.188 102.920
1686.319 90.190 102.882
1686.656 90.194 102.838
1686.992 90.198 102.789
1687.328 90.204 102.733
1687.665 90.210 102.672
1688.001 90.217 102.604
1688.338 90.225 102.528
1688.674 90.234 102.446
1689.011 90.243 102.356
1689.347 90.253 102.259
1689.684 90.263 102.155
1690.020 90.274 102.042
1690.356 90.286 101.921
1690.693 90.297 101.792
1691.029 90.309 101.655
1691.366 90.322 101.509
1691.702 90.335 101.354
1692.039 90.347 101.191
1692.375 90.360 101.020
1692.712 90.373 100.839
1693.048 90.386 100.650
1693.385 90.399 100.452
1693.721 90.412 100.246
1694.057 90.424 100.031
1694.394 90.437 99.807
1694.730 90.449 99.575
1695.067 90.460 99.334
1695.403 90.472 99.086
1695.740 90.483 98.829
1696.076 90.493 98.564
1696.413 90.503 98.291
1696.749 90.512 98.011
1697.086 90.521 97.723
1697.422 90.529 97.428
1697.759 90.536 97.126
1698.095 90.543 96.817
1698.431 90.549 96.502
1698.768 90.554 96.181
1699.104 90.558 95.854
1699.441 90.561 95.521
1699.777 90.563 95.183
1700.114 90.564 94.840
1700.450 90.564 94.493
1700.787 90.564 94.141
1701.123 90.562 93.786
1701.459 90.559 93.427
1701.796 90.554 93.065
1702.132 90.549 92.701
1702.469 90.543 92.334
1702.805 90.535 91.965
1703.142 90.526 91.595
1703.478 90.516 91.225
1703.815 90.505 90.853
1704.151 90.492 90.482
1704.488 90.478 90.111
1704.824 90.463 89.740
1705.161 90.447 89.371
1705.497 90.429 89.004
1705.833 90.409 88.639
1706.170 90.389 88.276
1706.506 90.367 87.917
1706.843 90.344 87.561
1707.179 90.319 87.209
1707.516 90.293 86.861
1707.852 90.266 86.518
1708.189 90.237 86.181
1708.525 90.207 85.849
1708.862 90.175 85.523
1709.198 90.142 85.204
1709.534 90.108 84.891
1709.871 90.072 84.586
1710.207 90.035 84.288
1710.544 89.997 83.999
1710.880 89.957 83.718
1711.217 89.916 83.445
1711.553 89.874 83.182
1711.890 89.830 82.928
1712.226 89.785 82.684
1712.562 89.739 82.449
1712.899 89.691 82.225
1713.236 89.642 82.011
1713.572 89.592 81.808
1713.908 89.541 81.616
1714.245 89.489 81.435
1714.581 89.435 81.266
1714.918 89.380 81.107
1715.254 89.325 80.961
1715.591 89.268 80.826
1715.927 89.210 80.703
1716.264 89.151 80.592
1716.600 89.091 80.493
1716.937 89.030 80.406
1717.273 88.968 80.332
1717.609 88.905 80.270
1717.946 88.841 80.219
1718.282 88.777 80.181
1718.619 88.711 80.156
1718.955 88.646 80.142
1719.292 88.579 80.141
1719.628 88.511 80.152
1719.965 88.444 80.174
1720.301 88.375 80.209
1720.637 88.306 80.256
1720.974 88.236 80.314
1721.311 88.166 80.384
1721.647 88.096 80.465
1721.983 88.026 80.557
1722.320 87.955 80.661
1722.656 87.883 80.776
1722.993 87.812 80.902
1723.329 87.741 81.038
1723.666 87.669 81.185
1724.002 87.598 81.342
1724.339 87.526 81.510
1724.675 87.455 81.687
1725.011 87.384 81.874
1725.348 87.313 82.070
1725.684 87.242 82.276
1726.021 87.172 82.491
1726.357 87.102 82.715
1726.694 87.033 82.948
1727.030 86.964 83.189
1727.367 86.896 83.439
1727.703 86.828 83.697
1728.040 86.761 83.963
1728.376 86.695 84.236
1728.712 86.630 84.517
1729.049 86.566 84.805
1729.385 86.502 85.101
1729.722 86.440 85.403
1730.058 86.378 85.712
1730.395 86.318 86.028
1730.731 86.260 86.350
1731.068 86.202 86.678
1731.404 86.146 87.012
1731.740 86.091 87.353
1732.077 86.037 87.698
1732.414 85.986 88.050
1732.750 85.935 88.406
1733.086 85.887 88.767
1733.423 85.840 89.134
1733.759 85.795 89.505
1734.096 85.752 89.880
1734.432 85.710 90.260
1734.769 85.671 90.645
1735.105 85.633 91.033
1735.442 85.598 91.425
1735.778 85.564 91.820
1736.115 85.533 92.219
1736.451 85.504 92.622
1736.787 85.477 93.027
1737.124 85.452 93.435
1737.460 85.430 93.847
1737.797 85.410 94.260
1738.133 85.393 94.676
1738.470 85.377 95.094
1738.806 85.365 95.514
1739.143 85.354 95.935
1739.479 85.346 96.358
1739.815 85.341 96.782
1740.152 85.338 97.207
1740.489 85.337 97.633
1740.825 85.339 98.059
1741.161 85.344 98.486
1741.498 85.351 98.913
1741.834 85.360 99.339
1742.171 85.372 99.765
1742.507 85.387 100.190
1742.844 85.404 100.615
1743.180 85.423 101.038
1743.517 85.445 101.459
1743.853 85.469 101.879
1744.189 85.495 102.296
1744.526 85.524 102.711
1744.862 85.554 103.124
1745.199 85.587 103.534
1745.535 85.623 103.940
1745.872 85.660 104.343
1746.208 85.699 104.742
1746.545 85.741 105.137
1746.881 85.784 105.528
1747.218 85.829 105.913
1747.554 85.876 106.294
1747.890 85.924 106.670
1748.227 85.975 107.040
1748.563 86.027 107.404
1748.900 86.080 107.762
1749.236 86.135 108.114
1749.573 86.191 108.458
1749.909 86.249 108.796
1750.246 86.308 109.127
1750.582 86.368 109.450
1750.919 86.429 109.765
1751.255 86.491 110.072
1751.592 86.555 110.371
1751.928 86.619 110.661
1752.264 86.684 110.943
1752.601 86.750 111.215
1752.937 86.816 111.478
1753.274 86.883 111.732
1753.610 86.951 111.976
1753.947 87.019 112.210
1754.283 87.088 112.434
1754.620 87.157 112.648
1754.956 87.227 112.851
1755.292 87.297 113.043
1755.629 87.367 113.225
1755.965 87.437 113.396
1756.302 87.507 113.556
1756.638 87.578 113.704
1756.975 87.648 113.841
1757.311 87.719 113.967
1757.648 87.789 114.081
1757.984 87.859 114.184
1758.321 87.929 114.274
1758.657 87.999 114.354
1758.994 88.069 114.420
1759.330 88.139 114.476
1759.667 88.208 114.519
1760.003 88.277 114.550
1760.339 88.346 114.569
1760.676 88.414 114.576
1761.012 88.482 114.571
1761.349 88.549 114.554
1761.685 88.616 114.525
1762.022 88.682 114.483
1762.358 88.748 114.430
1762.695 88.813 114.365
1763.031 88.878 114.287
1763.367 88.942 114.198
1763.704 89.006 114.097
1764.040 89.069 113.984
1764.377 89.131 113.860
1764.713 89.192 113.723
1765.050 89.253 113.575
1765.386 89.313 113.416
1765.723 89.373 113.245
1766.059 89.431 113.063
1766.396 89.489 112.870
1766.732 89.547 112.665
1767.069 89.603 112.450
1767.405 89.658 112.223
1767.741 89.713 111.986
1768.078 89.767 111.738
1768.414 89.820 111.480
1768.751 89.872 111.211
1769.087 89.924 110.932
1769.424 89.974 110.643
1769.760 90.024 110.344
1770.097 90.073 110.034
1770.433 90.120 109.716
1770.770 90.167 109.387
1771.106 90.213 109.050
1771.442 90.258 108.703
1771.779 90.302 108.347
1772.115 90.345 107.983
1772.452 90.387 107.609
1772.788 90.429 107.227
1773.125 90.469 106.837
1773.461 90.508 106.438
1773.798 90.546 106.032
1774.134 90.583 105.618
1774.470 90.619 105.196
1774.807 90.654 104.767
1775.144 90.688 104.330
1775.480 90.721 103.887
1775.816 90.752 103.437
1776.153 90.783 102.980
1776.489 90.813 102.517
1776.826 90.841 102.049
1777.162 90.868 101.574
1777.499 90.894 101.094
1777.835 90.920 100.608
1778.172 90.943 100.117
1778.508 90.966 99.621
1778.844 90.988 99.121
1779.181 91.008 98.617
1779.517 91.027 98.108
1779.854 91.045 97.596
1780.190 91.062 97.080
1780.527 91.077 96.561
1780.863 91.092 96.040
1781.200 91.105 95.515
1781.536 91.117 94.989
1781.873 91.127 94.460
1782.209 91.136 93.930
1782.545 91.144 93.399
1782.882 91.151 92.866
1783.219 91.157 92.333
1783.555 91.161 91.800
1783.891 91.163 91.266
1784.228 91.165 90.734
1784.564 91.165 90.201
1784.901 91.164 89.671
1785.237 91.162 89.141
1785.573 91.158 88.613
1785.910 91.153 88.087
1786.247 91.146 87.564
1786.583 91.138 87.044
1786.919 91.129 86.527
1787.256 91.119 86.014
1787.592 91.107 85.505
1787.929 91.094 85.000
1788.265 91.079 84.500
1788.602 91.063 84.004
1788.938 91.046 83.515
1789.275 91.028 83.031
1789.611 91.008 82.553
1789.948 90.986 82.081
1790.284 90.964 81.617
1790.620 90.940 81.159
1790.957 90.915 80.709
1791.293 90.888 80.266
1791.630 90.861 79.832
1791.966 90.832 79.406
1792.303 90.801 78.988
1792.639 90.770 78.579
1792.976 90.737 78.179
1793.312 90.703 77.789
1793.648 90.668 77.408
1793.985 90.631 77.037
1794.322 90.594 76.676
1794.658 90.555 76.325
1794.994 90.515 75.984
1795.331 90.474 75.654
1795.667 90.432 75.334
1796.004 90.389 75.025
1796.340 90.345 74.727
1796.677 90.300 74.440
1797.013 90.254 74.164
1797.350 90.207 73.899
1797.686 90.159 73.644
1798.022 90.110 73.401
1798.359 90.060 73.169
1798.695 90.010 72.948
1799.032 89.959 72.737
1799.368 89.907 72.538
1799.705 89.854 72.349
1800.041 89.801 72.171
1800.378 89.747 72.004
1800.714 89.692 71.847
1801.051 89.637 71.700
1801.387 89.582 71.564
1801.723 89.526 71.437
1802.060 89.470 71.320
1802.396 89.413 71.213
1802.733 89.356 71.115
1803.069 89.299 71.026
1803.406 89.242 70.946
1803.742 89.184 70.874
1804.079 89.126 70.810
1804.415 89.069 70.755
1804.752 89.011 70.707
1805.088 88.953 70.667
1805.425 88.896 70.633
1805.761 88.838 70.607
1806.097 88.781 70.586
1806.434 88.724 70.572
1806.770 88.667 70.564
1807.107 88.611 70.561
1807.443 88.555 70.563
1807.780 88.499 70.570
1808.116 88.444 70.582
1808.453 88.389 70.597
1808.789 88.335 70.616
1809.125 88.282 70.639
1809.462 88.229 70.665
1809.798 88.176 70.693
1810.135 88.125 70.724
1810.471 88.074 70.757
1810.808 88.023 70.792
1811.144 87.974 70.829
1811.481 87.925 70.866
1811.817 87.877 70.905
1812.154 87.830 70.945
1812.490 87.784 70.984
1812.827 87.738 71.024
1813.163 87.694 71.064
1813.500 87.650 71.104
1813.836 87.607 71.143
1814.172 87.565 71.182
1814.509 87.524 71.219
1814.845 87.484 71.255
1815.182 87.445 71.291
1815.518 87.406 71.324
1815.855 87.369 71.356
1816.191 87.332 71.386
1816.528 87.296 71.415
1816.864 87.261 71.441
1817.200 87.227 71.465
1817.537 87.193 71.487
1817.873 87.160 71.507
1818.210 87.128 71.524
1818.546 87.097 71.539
1818.883 87.066 71.551
1819.219 87.037 71.561
1819.556 87.007 71.568
1819.892 86.979 71.573
1820.229 86.951 71.576
1820.565 86.924 71.575
1820.902 86.897 71.573
1821.238 86.871 71.567
1821.574 86.845 71.560
1821.911 86.819 71.550
1822.247 86.795 71.537
1822.584 86.770 71.522
1822.920 86.746 71.505
1823.257 86.722 71.486
1823.593 86.699 71.465
1823.930 86.676 71.441
1824.266 86.653 71.416
1824.603 86.631 71.389
1824.939 86.609 71.360
1825.275 86.587 71.329
1825.612 86.565 71.297
1825.948 86.543 71.263
1826.285 86.522 71.229
1826.621 86.500 71.193
1826.958 86.479 71.155
1827.294 86.458 71.117
1827.631 86.437 71.078
1827.967 86.416 71.038
1828.303 86.395 70.998
1828.640 86.374 70.957
1828.977 86.353 70.916
1829.313 86.332 70.874
1829.649 86.311 70.832
1829.986 86.290 70.790
1830.322 86.269 70.749
1830.659 86.248 70.707
1830.995 86.227 70.666
1831.332 86.206 70.625
1831.668 86.185 70.584
1832.005 86.164 70.544
1832.341 86.143 70.504
1832.677 86.122 70.466
1833.014 86.100 70.428
1833.350 86.079 70.391
1833.687 86.058 70.355
1834.023 86.036 70.320
1834.360 86.015 70.286
1834.696 85.993 70.254
1835.033 85.972 70.222
1835.369 85.950 70.192
1835.706 85.929 70.163
1836.042 85.907 70.136
1836.378 85.886 70.110
1836.715 85.864 70.085
1837.052 85.842 70.062
1837.388 85.821 70.041
1837.724 85.799 70.020
1838.061 85.778 70.002
1838.397 85.756 69.985
1838.734 85.735 69.969
1839.070 85.714 69.956
1839.406 85.692 69.943
1839.743 85.671 69.932
1840.080 85.650 69.923
1840.416 85.629 69.916
1840.752 85.608 69.909
1841.089 85.588 69.905
1841.425 85.567 69.901
1841.762 85.547 69.899
1842.098 85.526 69.899
1842.435 85.506 69.900
1842.771 85.487 69.902
1843.108 85.467 69.906
1843.444 85.447 69.910
1843.781 85.428 69.916
1844.117 85.409 69.923
1844.453 85.391 69.930
1844.790 85.372 69.939
1845.126 85.354 69.949
1845.463 85.336 69.959
1845.799 85.319 69.970
1846.136 85.302 69.982
1846.472 85.285 69.995
1846.809 85.268 70.007
1847.145 85.252 70.020
1847.481 85.236 70.033
1847.818 85.221 70.047
1848.155 85.206 70.060
1848.491 85.191 70.073
1848.827 85.177 70.086
1849.164 85.163 70.099
1849.500 85.150 70.111
1849.837 85.137 70.122
1850.173 85.124 70.133
1850.510 85.112 70.143
1850.846 85.101 70.151
1851.183 85.089 70.158
1851.519 85.079 70.164
1851.855 85.068 70.169
1852.192 85.059 70.171
1852.528 85.049 70.172
1852.865 85.040 70.171
1853.201 85.032 70.168
1853.538 85.024 70.162
1853.874 85.016 70.154
1854.211 85.009 70.143
1854.547 85.002 70.129
1854.884 84.995 70.113
1855.220 84.989 70.093
1855.556 84.984 70.070
1855.893 84.979 70.043
1856.229 84.974 70.013
1856.566 84.969 69.979
1856.902 84.965 69.941
1857.239 84.961 69.899
1857.575 84.957 69.853
1857.912 84.954 69.802
1858.248 84.951 69.748
1858.585 84.948 69.688
1858.921 84.945 69.625
1859.258 84.943 69.556
1859.594 84.940 69.483
1859.930 84.938 69.406
1860.267 84.935 69.323
1860.603 84.933 69.235
1860.940 84.931 69.143
1861.276 84.929 69.046
1861.613 84.926 68.945
1861.949 84.924 68.838
1862.286 84.921 68.727
1862.622 84.919 68.611
1862.958 84.916 68.491
1863.295 84.913 68.366
1863.631 84.909 68.237
1863.968 84.906 68.104
1864.304 84.902 67.967
1864.641 84.897 67.825
1864.977 84.892 67.681
1865.314 84.887 67.533
1865.650 84.881 67.382
1865.987 84.875 67.229
1866.323 84.869 67.072
1866.660 84.861 66.914
1866.996 84.853 66.753
1867.333 84.845 66.591
1867.669 84.836 66.428
1868.005 84.826 66.264
1868.342 84.815 66.099
1868.678 84.804 65.935
1869.015 84.791 65.771
1869.351 84.778 65.607
1869.688 84.765 65.446
1870.024 84.750 65.286
1870.361 84.735 65.128
1870.697 84.718 64.973
1871.033 84.701 64.822
1871.370 84.683 64.675
1871.706 84.663 64.532
1872.043 84.643 64.395
1872.379 84.622 64.262
1872.716 84.600 64.137
1873.052 84.577 64.018
1873.389 84.553 63.906
1873.725 84.528 63.803
1874.062 84.502 63.708
1874.398 84.474 63.622
1874.735 84.446 63.547
1875.071 84.417 63.481
1875.407 84.387 63.427
1875.744 84.356 63.385
1876.080 84.323 63.355
1876.417 84.290 63.338
1876.753 84.256 63.335
1877.090 84.221 63.346
1877.426 84.185 63.371
1877.763 84.148 63.412
1878.099 84.110 63.469
1878.436 84.071 63.542
1878.772 84.031 63.632
1879.108 83.991 63.739
1879.445 83.950 63.864
1879.781 83.908 64.008
1880.118 83.865 64.171
1880.454 83.822 64.353
1880.791 83.777 64.554
1881.127 83.733 64.776
1881.464 83.688 65.019
1881.800 83.642 65.281
1882.136 83.596 65.566
1882.473 83.550 65.871
1882.810 83.503 66.199
1883.146 83.456 66.548
1883.482 83.410 66.919
1883.819 83.363 67.312
1884.155 83.316 67.727
1884.492 83.269 68.165
1884.828 83.222 68.625
1885.165 83.176 69.107
1885.501 83.130 69.612
1885.838 83.085 70.138
1886.174 83.040 70.687
1886.510 82.996 71.258
1886.847 82.953 71.850
1887.183 82.911 72.463
1887.520 82.870 73.098
1887.856 82.830 73.754
1888.193 82.791 74.430
1888.529 82.754 75.126
1888.866 82.718 75.842
1889.202 82.684 76.576
1889.539 82.652 77.330
1889.875 82.622 78.100
1890.211 82.593 78.889
1890.548 82.567 79.694
1890.885 82.543 80.516
1891.221 82.522 81.352
1891.557 82.503 82.204
1891.894 82.486 83.069
1892.230 82.472 83.947
1892.567 82.461 84.836
1892.903 82.453 85.738
1893.240 82.447 86.650
1893.576 82.444 87.572
1893.913 82.445 88.502
1894.249 82.448 89.440
1894.585 82.455 90.384
1894.922 82.464 91.334
1895.258 82.477 92.289
1895.595 82.492 93.247
1895.931 82.511 94.208
1896.268 82.533 95.172
1896.604 82.558 96.136
1896.941 82.586 97.099
1897.277 82.616 98.061
1897.614 82.650 99.021
1897.950 82.686 99.977
1898.286 82.726 100.928
1898.623 82.768 101.875
1898.959 82.812 102.815
1899.296 82.859 103.748
1899.632 82.908 104.672
1899.969 82.960 105.587
1900.305 83.013 106.492
1900.642 83.069 107.386
1900.978 83.127 108.268
1901.314 83.186 109.136
1901.651 83.248 109.992
1901.988 83.310 110.833
1902.324 83.375 111.659
1902.660 83.440 112.469
1902.997 83.507 113.261
1903.333 83.575 114.037
1903.670 83.644 114.794
1904.006 83.714 115.533
1904.343 83.784 116.254
1904.679 83.856 116.954
1905.016 83.927 117.634
1905.352 84.000 118.293
1905.688 84.072 118.931
1906.025 84.145 119.547
1906.361 84.218 120.142
1906.698 84.291 120.715
1907.034 84.364 121.265
1907.371 84.437 121.792
1907.707 84.510 122.297
1908.044 84.583 122.779
1908.380 84.655 123.237
1908.717 84.727 123.672
1909.053 84.798 124.084
1909.389 84.869 124.472
1909.726 84.939 124.837
1910.062 85.009 125.179
1910.399 85.078 125.498
1910.735 85.147 125.793
1911.072 85.214 126.066
1911.408 85.281 126.316
1911.745 85.347 126.543
1912.081 85.412 126.749
1912.418 85.476 126.932
1912.754 85.540 127.093
1913.091 85.602 127.233
1913.427 85.663 127.352
1913.763 85.723 127.450
1914.100 85.782 127.528
1914.436 85.841 127.585
1914.773 85.898 127.624
1915.109 85.954 127.643
1915.446 86.008 127.644
1915.782 86.062 127.626
1916.119 86.115 127.591
1916.455 86.166 127.539
1916.792 86.217 127.470
1917.128 86.266 127.385
1917.464 86.314 127.284
1917.801 86.360 127.168
1918.137 86.406 127.038
1918.474 86.451 126.894
1918.810 86.494 126.737
1919.147 86.536 126.567
1919.483 86.577 126.384
1919.820 86.617 126.190
1920.156 86.656 125.985
1920.493 86.693 125.770
1920.829 86.730 125.544
1921.166 86.765 125.309
1921.502 86.799 125.066
1921.838 86.832 124.814
1922.175 86.864 124.554
1922.511 86.895 124.287
1922.848 86.925 124.014
1923.184 86.954 123.735
1923.521 86.982 123.450
1923.857 87.009 123.160
1924.194 87.035 122.866
1924.530 87.060 122.567
1924.866 87.084 122.266
1925.203 87.107 121.961
1925.539 87.129 121.654
1925.876 87.150 121.344
1926.212 87.170 121.033
1926.549 87.190 120.721
1926.885 87.209 120.407
1927.222 87.227 120.094
1927.558 87.244 119.781
1927.895 87.260 119.468
1928.231 87.276 119.155
1928.568 87.291 118.844
1928.904 87.306 118.534
1929.240 87.320 118.226
1929.577 87.333 117.919
1929.913 87.345 117.615
1930.250 87.358 117.314
1930.586 87.369 117.016
1930.923 87.380 116.720
1931.259 87.391 116.428
1931.596 87.401 116.139
1931.932 87.411 115.854
1932.269 87.421 115.573
1932.605 87.430 115.295
1932.941 87.439 115.022
