* Measurement data measured by REW V5.19
* Source: M-Track Eight, no input selected, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -4.0 dBFS  With no timing reference
* Dated: Jun 15, 2020 2:19:05 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Mes_b_135_135
* Smoothing: 1/48 octave
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8730.704 82.741 -112.208
8731.041 82.745 -112.564
8731.377 82.749 -112.919
8731.714 82.754 -113.272
8732.050 82.758 -113.622
8732.387 82.763 -113.972
8732.723 82.767 -114.318
8733.060 82.772 -114.664
8733.396 82.776 -115.007
8733.732 82.781 -115.349
8734.069 82.785 -115.689
8734.405 82.789 -116.025
8734.742 82.794 -116.362
8735.078 82.798 -116.695
8735.415 82.803 -117.027
8735.751 82.807 -117.356
8736.088 82.812 -117.685
8736.424 82.816 -118.011
8736.761 82.821 -118.335
8737.097 82.825 -118.657
8737.434 82.830 -118.979
8737.770 82.834 -119.296
8738.106 82.839 -119.613
8738.442 82.843 -119.928
8738.779 82.848 -120.241
8739.116 82.853 -120.554
8739.452 82.857 -120.862
8739.789 82.862 -121.171
8740.125 82.866 -121.476
8740.462 82.871 -121.780
8740.798 82.875 -122.082
8741.135 82.880 -122.382
8741.471 82.884 -122.681
8741.808 82.889 -122.978
8742.144 82.894 -123.272
8742.480 82.898 -123.565
8742.816 82.903 -123.856
8743.153 82.907 -124.146
8743.489 82.912 -124.434
8743.826 82.916 -124.721
8744.162 82.921 -125.004
8744.499 82.926 -125.288
8744.836 82.930 -125.569
8745.172 82.935 -125.848
8745.509 82.940 -126.126
8745.845 82.944 -126.401
8746.182 82.949 -126.676
8746.518 82.953 -126.947
8746.854 82.958 -127.218
8747.190 82.963 -127.487
8747.527 82.967 -127.754
8747.863 82.972 -128.020
8748.200 82.977 -128.284
8748.536 82.981 -128.545
8748.873 82.986 -128.807
8749.209 82.991 -129.064
8749.546 82.995 -129.322
8749.882 83.000 -129.577
8750.219 83.005 -129.832
8750.556 83.009 -130.086
8750.892 83.014 -130.335
8751.229 83.019 -130.585
8751.564 83.023 -130.832
8751.901 83.028 -131.078
8752.237 83.033 -131.322
8752.574 83.038 -131.565
8752.910 83.042 -131.807
8753.247 83.047 -132.046
8753.583 83.052 -132.284
8753.920 83.056 -132.521
8754.256 83.061 -132.756
8754.593 83.066 -132.989
8754.929 83.071 -133.221
8755.266 83.075 -133.451
8755.603 83.080 -133.681
8755.938 83.085 -133.907
8756.275 83.090 -134.134
8756.611 83.094 -134.357
8756.948 83.099 -134.581
8757.284 83.104 -134.802
8757.621 83.109 -135.022
8757.957 83.114 -135.240
8758.294 83.118 -135.458
8758.630 83.123 -135.673
8758.967 83.128 -135.888
8759.303 83.133 -136.100
8759.640 83.137 -136.312
8759.976 83.142 -136.521
8760.312 83.147 -136.729
8760.649 83.152 -136.937
8760.985 83.157 -137.143
8761.322 83.162 -137.347
8761.658 83.166 -137.550
8761.995 83.171 -137.751
8762.331 83.176 -137.951
8762.668 83.181 -138.150
8763.004 83.186 -138.348
8763.341 83.191 -138.544
8763.677 83.195 -138.738
8764.014 83.200 -138.932
8764.350 83.205 -139.124
8764.687 83.210 -139.315
8765.022 83.215 -139.505
8765.359 83.220 -139.692
8765.695 83.225 -139.880
8766.032 83.229 -140.065
8766.369 83.234 -140.250
8766.705 83.239 -140.433
8767.042 83.244 -140.615
8767.378 83.249 -140.796
8767.715 83.254 -140.975
8768.051 83.259 -141.153
8768.388 83.264 -141.330
8768.724 83.269 -141.506
8769.061 83.273 -141.681
8769.396 83.278 -141.854
8769.733 83.283 -142.025
8770.069 83.288 -142.196
8770.406 83.293 -142.366
8770.742 83.298 -142.535
8771.079 83.303 -142.702
8771.415 83.308 -142.869
8771.752 83.313 -143.034
8772.089 83.318 -143.198
8772.425 83.323 -143.361
8772.762 83.328 -143.522
8773.098 83.333 -143.684
8773.435 83.338 -143.843
8773.771 83.342 -144.001
8774.107 83.347 -144.158
8774.443 83.352 -144.314
8774.780 83.357 -144.470
8775.116 83.362 -144.624
8775.453 83.367 -144.777
8775.789 83.372 -144.929
8776.126 83.377 -145.080
8776.462 83.382 -145.229
8776.799 83.387 -145.379
8777.136 83.392 -145.526
8777.472 83.397 -145.673
8777.809 83.402 -145.819
8778.145 83.407 -145.964
8778.481 83.412 -146.107
8778.817 83.417 -146.250
8779.154 83.422 -146.392
8779.490 83.427 -146.533
8779.827 83.432 -146.673
8780.163 83.437 -146.812
8780.500 83.442 -146.949
8780.836 83.447 -147.086
8781.173 83.452 -147.223
8781.509 83.457 -147.357
8781.846 83.462 -147.491
8782.183 83.467 -147.625
8782.519 83.472 -147.757
8782.855 83.477 -147.889
8783.191 83.482 -148.020
8783.528 83.487 -148.148
8783.864 83.492 -148.277
8784.201 83.497 -148.405
8784.537 83.502 -148.532
8784.874 83.507 -148.658
8785.210 83.512 -148.784
8785.547 83.517 -148.908
8785.883 83.522 -149.032
8786.220 83.527 -149.154
8786.556 83.532 -149.276
8786.893 83.537 -149.397
8787.229 83.542 -149.518
8787.565 83.547 -149.637
8787.902 83.552 -149.756
8788.238 83.557 -149.874
8788.575 83.562 -149.990
8788.911 83.567 -150.106
8789.248 83.572 -150.223
8789.584 83.577 -150.337
8789.921 83.582 -150.451
8790.257 83.587 -150.564
8790.594 83.592 -150.677
8790.930 83.597 -150.788
8791.267 83.602 -150.899
8791.603 83.607 -151.009
8791.939 83.612 -151.118
8792.275 83.617 -151.228
8792.612 83.622 -151.335
8792.948 83.627 -151.442
8793.285 83.632 -151.549
8793.622 83.637 -151.655
8793.958 83.642 -151.760
8794.295 83.647 -151.864
8794.631 83.652 -151.969
8794.968 83.657 -152.071
8795.304 83.662 -152.174
8795.641 83.667 -152.275
8795.977 83.672 -152.377
8796.313 83.677 -152.478
8796.649 83.682 -152.577
8796.986 83.687 -152.676
8797.322 83.691 -152.774
8797.659 83.696 -152.873
8797.995 83.701 -152.970
8798.332 83.706 -153.066
8798.669 83.711 -153.162
8799.005 83.716 -153.258
8799.342 83.721 -153.353
8799.678 83.726 -153.446
8800.015 83.731 -153.540
8800.351 83.736 -153.633
8800.688 83.741 -153.726
8801.023 83.745 -153.817
8801.360 83.750 -153.908
8801.696 83.755 -153.999
8802.033 83.760 -154.089
8802.369 83.765 -154.179
8802.706 83.770 -154.268
8803.042 83.775 -154.355
8803.379 83.779 -154.443
8803.716 83.784 -154.531
8804.052 83.789 -154.618
8804.389 83.794 -154.704
8804.725 83.799 -154.790
8805.062 83.804 -154.875
8805.397 83.808 -154.959
8805.734 83.813 -155.043
8806.070 83.818 -155.127
8806.407 83.823 -155.210
8806.743 83.827 -155.292
8807.080 83.832 -155.374
8807.416 83.837 -155.456
8807.753 83.842 -155.537
8808.089 83.846 -155.617
8808.426 83.851 -155.697
8808.762 83.856 -155.777
8809.099 83.861 -155.856
8809.436 83.865 -155.935
8809.771 83.870 -156.013
8810.108 83.875 -156.091
8810.444 83.879 -156.168
8810.781 83.884 -156.244
8811.117 83.889 -156.320
8811.454 83.893 -156.396
8811.790 83.898 -156.472
8812.127 83.902 -156.547
8812.463 83.907 -156.621
8812.800 83.912 -156.695
8813.136 83.916 -156.769
8813.473 83.921 -156.842
8813.809 83.925 -156.915
8814.146 83.930 -156.987
8814.481 83.935 -157.059
8814.818 83.939 -157.130
8815.155 83.944 -157.201
8815.491 83.948 -157.272
8815.828 83.953 -157.342
8816.164 83.957 -157.412
8816.501 83.962 -157.481
8816.837 83.966 -157.550
8817.174 83.970 -157.619
8817.510 83.975 -157.687
8817.847 83.979 -157.755
8818.183 83.984 -157.822
8818.520 83.988 -157.889
8818.855 83.993 -157.956
8819.192 83.997 -158.021
8819.528 84.001 -158.088
8819.865 84.006 -158.153
8820.202 84.010 -158.218
8820.538 84.014 -158.283
8820.875 84.019 -158.347
8821.211 84.023 -158.411
8821.548 84.027 -158.475
8821.884 84.031 -158.538
8822.221 84.036 -158.601
8822.557 84.040 -158.663
8822.894 84.044 -158.725
8823.229 84.048 -158.787
8823.566 84.052 -158.849
8823.902 84.057 -158.909
8824.239 84.061 -158.970
8824.575 84.065 -159.030
8824.912 84.069 -159.090
8825.249 84.073 -159.149
8825.585 84.077 -159.209
8825.922 84.081 -159.268
8826.258 84.086 -159.326
8826.595 84.090 -159.385
8826.931 84.094 -159.442
8827.268 84.098 -159.500
8827.604 84.102 -159.558
8827.940 84.106 -159.614
8828.276 84.110 -159.671
8828.613 84.114 -159.727
8828.949 84.118 -159.783
8829.286 84.121 -159.839
8829.622 84.125 -159.894
8829.959 84.129 -159.948
8830.295 84.133 -160.003
8830.632 84.137 -160.058
8830.969 84.141 -160.111
8831.305 84.145 -160.165
8831.642 84.149 -160.219
8831.978 84.152 -160.271
8832.314 84.156 -160.324
8832.650 84.160 -160.376
8832.987 84.164 -160.429
8833.323 84.167 -160.480
8833.660 84.171 -160.531
8833.996 84.175 -160.582
8834.333 84.179 -160.633
8834.669 84.182 -160.684
8835.006 84.186 -160.733
8835.342 84.189 -160.783
8835.679 84.193 -160.833
8836.015 84.197 -160.883
8836.352 84.200 -160.932
8836.688 84.204 -160.979
8837.024 84.207 -161.028
8837.361 84.211 -161.076
8837.697 84.214 -161.124
8838.034 84.218 -161.171
8838.370 84.221 -161.219
8838.707 84.225 -161.265
8839.043 84.228 -161.312
8839.380 84.232 -161.357
8839.716 84.235 -161.403
8840.053 84.239 -161.449
8840.389 84.242 -161.494
8840.726 84.245 -161.539
8841.062 84.249 -161.584
8841.398 84.252 -161.628
8841.735 84.255 -161.673
8842.071 84.258 -161.716
8842.408 84.262 -161.760
8842.744 84.265 -161.803
8843.081 84.268 -161.846
8843.417 84.271 -161.889
8843.754 84.275 -161.931
8844.090 84.278 -161.973
8844.427 84.281 -162.015
8844.763 84.284 -162.056
8845.100 84.287 -162.097
8845.436 84.290 -162.138
8845.772 84.293 -162.178
8846.108 84.296 -162.219
8846.445 84.300 -162.258
8846.782 84.303 -162.298
8847.118 84.306 -162.337
8847.455 84.309 -162.376
8847.791 84.312 -162.415
8848.128 84.315 -162.453
8848.464 84.317 -162.491
8848.801 84.320 -162.529
8849.137 84.323 -162.567
8849.474 84.326 -162.604
8849.810 84.329 -162.642
8850.146 84.332 -162.678
8850.482 84.335 -162.714
8850.819 84.338 -162.750
8851.155 84.340 -162.786
8851.492 84.343 -162.822
8851.828 84.346 -162.857
8852.165 84.349 -162.892
8852.502 84.351 -162.927
8852.838 84.354 -162.961
8853.175 84.357 -162.995
8853.511 84.360 -163.028
8853.848 84.362 -163.062
8854.184 84.365 -163.096
8854.521 84.368 -163.128
8854.856 84.370 -163.161
8855.193 84.373 -163.193
8855.529 84.375 -163.225
8855.866 84.378 -163.257
8856.202 84.381 -163.288
8856.539 84.383 -163.319
8856.875 84.386 -163.350
8857.212 84.388 -163.381
8857.548 84.391 -163.411
8857.885 84.393 -163.440
8858.222 84.396 -163.471
8858.558 84.398 -163.500
8858.895 84.400 -163.528
8859.230 84.403 -163.558
8859.567 84.405 -163.586
8859.903 84.408 -163.614
8860.240 84.410 -163.642
8860.576 84.412 -163.670
8860.913 84.415 -163.697
8861.249 84.417 -163.724
8861.586 84.419 -163.751
8861.922 84.422 -163.777
8862.259 84.424 -163.803
8862.595 84.426 -163.829
8862.932 84.428 -163.854
8863.269 84.431 -163.880
8863.604 84.433 -163.904
8863.941 84.435 -163.930
8864.277 84.437 -163.954
8864.614 84.440 -163.978
8864.950 84.442 -164.002
8865.287 84.444 -164.025
8865.623 84.446 -164.048
8865.960 84.448 -164.071
8866.296 84.450 -164.094
8866.633 84.452 -164.116
8866.969 84.455 -164.139
8867.306 84.457 -164.160
8867.642 84.459 -164.182
8867.979 84.461 -164.202
8868.315 84.463 -164.224
8868.651 84.465 -164.244
8868.988 84.467 -164.265
8869.324 84.469 -164.284
8869.661 84.471 -164.304
8869.997 84.473 -164.323
8870.334 84.475 -164.343
8870.670 84.477 -164.361
8871.007 84.479 -164.380
8871.343 84.481 -164.398
8871.680 84.483 -164.416
8872.016 84.485 -164.434
8872.353 84.487 -164.451
8872.688 84.489 -164.469
8873.025 84.490 -164.485
8873.361 84.492 -164.502
8873.698 84.494 -164.519
8874.035 84.496 -164.534
8874.371 84.498 -164.550
8874.708 84.500 -164.565
8875.044 84.502 -164.581
8875.381 84.504 -164.596
8875.717 84.505 -164.610
8876.054 84.507 -164.625
8876.390 84.509 -164.639
8876.727 84.511 -164.652
8877.062 84.513 -164.666
8877.399 84.514 -164.679
8877.735 84.516 -164.692
8878.072 84.518 -164.705
8878.408 84.520 -164.717
8878.745 84.522 -164.729
8879.081 84.523 -164.741
8879.418 84.525 -164.753
8879.755 84.527 -164.764
8880.091 84.529 -164.775
8880.428 84.530 -164.786
8880.764 84.532 -164.797
8881.101 84.534 -164.807
8881.437 84.535 -164.816
8881.773 84.537 -164.826
8882.109 84.539 -164.836
8882.446 84.541 -164.846
8882.782 84.542 -164.854
8883.119 84.544 -164.863
8883.455 84.546 -164.871
8883.792 84.547 -164.880
8884.128 84.549 -164.888
8884.465 84.551 -164.896
8884.802 84.552 -164.902
8885.138 84.554 -164.910
8885.475 84.556 -164.917
8885.811 84.557 -164.924
8886.147 84.559 -164.930
8886.483 84.561 -164.937
8886.820 84.562 -164.942
8887.156 84.564 -164.948
8887.493 84.566 -164.953
8887.829 84.567 -164.958
8888.166 84.569 -164.964
8888.502 84.571 -164.968
8888.839 84.572 -164.973
8889.175 84.574 -164.978
8889.512 84.576 -164.981
8889.849 84.577 -164.985
8890.185 84.579 -164.988
8890.521 84.581 -164.992
8890.857 84.582 -164.995
8891.194 84.584 -164.998
8891.530 84.586 -165.001
8891.867 84.587 -165.003
8892.203 84.589 -165.006
8892.540 84.590 -165.008
8892.876 84.592 -165.010
8893.213 84.594 -165.012
8893.549 84.595 -165.013
8893.886 84.597 -165.014
8894.222 84.599 -165.015
8894.559 84.600 -165.016
8894.895 84.602 -165.017
8895.231 84.604 -165.017
8895.568 84.605 -165.018
8895.904 84.607 -165.018
8896.241 84.609 -165.017
8896.577 84.610 -165.017
8896.914 84.612 -165.017
8897.250 84.614 -165.016
8897.587 84.615 -165.015
8897.923 84.617 -165.014
8898.260 84.619 -165.013
8898.596 84.620 -165.011
8898.933 84.622 -165.009
8899.269 84.624 -165.008
8899.605 84.625 -165.006
8899.941 84.627 -165.003
8900.278 84.629 -165.001
8900.614 84.630 -164.999
8900.951 84.632 -164.996
8901.288 84.634 -164.993
8901.624 84.635 -164.990
8901.961 84.637 -164.987
8902.297 84.639 -164.984
8902.634 84.640 -164.980
8902.970 84.642 -164.977
8903.307 84.644 -164.974
8903.643 84.646 -164.970
8903.979 84.647 -164.966
8904.315 84.649 -164.961
8904.652 84.651 -164.957
8904.988 84.653 -164.953
8905.325 84.654 -164.948
8905.661 84.656 -164.943
8905.998 84.658 -164.938
8906.335 84.660 -164.934
8906.671 84.661 -164.929
8907.008 84.663 -164.924
8907.344 84.665 -164.919
8907.681 84.667 -164.913
8908.017 84.668 -164.907
8908.354 84.670 -164.902
8908.689 84.672 -164.896
8909.026 84.674 -164.891
8909.362 84.676 -164.885
8909.699 84.678 -164.879
8910.035 84.679 -164.873
8910.372 84.681 -164.866
8910.708 84.683 -164.860
8911.045 84.685 -164.854
8911.382 84.687 -164.848
8911.718 84.689 -164.841
8912.055 84.690 -164.834
8912.391 84.692 -164.828
8912.728 84.694 -164.821
8913.063 84.696 -164.814
8913.400 84.698 -164.808
8913.736 84.700 -164.801
8914.073 84.702 -164.793
8914.409 84.704 -164.786
8914.746 84.705 -164.779
8915.082 84.707 -164.771
8915.419 84.709 -164.765
8915.755 84.711 -164.757
8916.092 84.713 -164.750
8916.428 84.715 -164.742
8916.765 84.717 -164.735
8917.102 84.719 -164.728
8917.438 84.721 -164.720
8917.774 84.723 -164.713
8918.110 84.725 -164.705
8918.447 84.727 -164.697
8918.783 84.729 -164.689
8919.120 84.731 -164.682
8919.456 84.733 -164.674
8919.793 84.735 -164.666
8920.129 84.737 -164.658
8920.466 84.739 -164.650
8920.802 84.741 -164.643
8921.139 84.743 -164.635
8921.475 84.745 -164.627
8921.812 84.747 -164.619
8922.147 84.749 -164.611
8922.484 84.751 -164.604
8922.821 84.753 -164.596
8923.157 84.755 -164.588
8923.494 84.757 -164.580
8923.830 84.759 -164.572
8924.167 84.761 -164.564
8924.503 84.763 -164.557
8924.840 84.765 -164.549
8925.176 84.768 -164.541
8925.513 84.770 -164.533
8925.849 84.772 -164.525
8926.186 84.774 -164.519
8926.521 84.776 -164.511
8926.858 84.778 -164.503
8927.194 84.780 -164.495
8927.531 84.782 -164.487
8927.868 84.784 -164.479
8928.204 84.787 -164.473
8928.541 84.789 -164.465
8928.877 84.791 -164.457
8929.214 84.793 -164.450
8929.550 84.795 -164.442
8929.887 84.797 -164.436
8930.223 84.799 -164.428
8930.560 84.802 -164.421
8930.896 84.804 -164.414
8931.232 84.806 -164.406
8931.568 84.808 -164.399
8931.905 84.810 -164.393
8932.241 84.813 -164.386
8932.578 84.815 -164.379
8932.915 84.817 -164.372
8933.251 84.819 -164.365
8933.588 84.821 -164.358
8933.924 84.824 -164.352
8934.261 84.826 -164.345
8934.597 84.828 -164.339
8934.934 84.830 -164.332
8935.270 84.832 -164.325
8935.606 84.835 -164.319
8935.942 84.837 -164.313
8936.279 84.839 -164.307
8936.615 84.841 -164.301
8936.952 84.844 -164.295
8937.288 84.846 -164.289
8937.625 84.848 -164.283
8937.961 84.850 -164.277
8938.298 84.853 -164.272
8938.635 84.855 -164.267
8938.971 84.857 -164.261
8939.308 84.859 -164.256
8939.644 84.862 -164.251
8939.980 84.864 -164.245
8940.316 84.866 -164.240
8940.653 84.869 -164.235
8940.989 84.871 -164.230
8941.326 84.873 -164.226
8941.662 84.875 -164.222
8941.999 84.878 -164.217
8942.335 84.880 -164.212
8942.672 84.882 -164.208
8943.008 84.884 -164.204
8943.345 84.887 -164.199
8943.681 84.889 -164.195
8944.018 84.891 -164.191
8944.354 84.894 -164.188
8944.690 84.896 -164.185
8945.027 84.898 -164.181
8945.363 84.900 -164.177
8945.700 84.903 -164.174
8946.036 84.905 -164.171
8946.373 84.907 -164.168
8946.709 84.910 -164.164
8947.046 84.912 -164.161
8947.382 84.914 -164.159
8947.719 84.916 -164.156
8948.055 84.919 -164.153
8948.392 84.921 -164.151
8948.728 84.923 -164.149
8949.064 84.926 -164.146
8949.401 84.928 -164.145
8949.737 84.930 -164.143
8950.074 84.933 -164.141
8950.410 84.935 -164.140
8950.747 84.937 -164.138
8951.083 84.939 -164.137
8951.420 84.942 -164.135
8951.756 84.944 -164.134
8952.093 84.946 -164.133
8952.429 84.949 -164.132
8952.766 84.951 -164.131
8953.102 84.953 -164.131
8953.438 84.955 -164.130
8953.774 84.958 -164.130
8954.111 84.960 -164.129
8954.448 84.962 -164.129
8954.784 84.964 -164.129
8955.121 84.967 -164.129
8955.457 84.969 -164.130
8955.794 84.971 -164.130
8956.130 84.974 -164.130
8956.467 84.976 -164.131
8956.803 84.978 -164.132
8957.140 84.980 -164.133
8957.476 84.983 -164.134
8957.812 84.985 -164.135
8958.148 84.987 -164.136
8958.485 84.989 -164.137
8958.821 84.992 -164.139
8959.158 84.994 -164.141
8959.494 84.996 -164.143
8959.831 84.998 -164.144
8960.168 85.001 -164.146
8960.504 85.003 -164.148
8960.841 85.005 -164.150
8961.177 85.007 -164.153
8961.514 85.010 -164.155
8961.850 85.012 -164.158
8962.187 85.014 -164.161
8962.522 85.016 -164.164
8962.859 85.019 -164.167
8963.195 85.021 -164.170
8963.532 85.023 -164.173
8963.868 85.025 -164.177
8964.205 85.027 -164.181
8964.541 85.030 -164.184
8964.878 85.032 -164.188
8965.214 85.034 -164.191
8965.551 85.036 -164.195
8965.888 85.038 -164.200
8966.224 85.041 -164.204
8966.561 85.043 -164.209
8966.896 85.045 -164.213
8967.233 85.047 -164.218
8967.569 85.049 -164.223
8967.906 85.052 -164.228
8968.242 85.054 -164.232
8968.579 85.056 -164.237
8968.915 85.058 -164.243
8969.252 85.060 -164.248
8969.588 85.062 -164.254
8969.925 85.065 -164.259
8970.261 85.067 -164.265
8970.598 85.069 -164.271
8970.935 85.071 -164.276
8971.271 85.073 -164.283
8971.607 85.075 -164.289
8971.943 85.078 -164.295
8972.280 85.080 -164.302
8972.616 85.082 -164.309
8972.953 85.084 -164.314
8973.289 85.086 -164.321
8973.626 85.088 -164.328
8973.962 85.090 -164.335
8974.299 85.093 -164.343
8974.635 85.095 -164.350
8974.972 85.097 -164.356
8975.308 85.099 -164.364
8975.645 85.101 -164.372
8975.981 85.103 -164.379
8976.317 85.105 -164.387
8976.654 85.107 -164.395
8976.990 85.110 -164.402
8977.327 85.112 -164.411
8977.663 85.114 -164.419
8978.000 85.116 -164.427
8978.336 85.118 -164.436
8978.673 85.120 -164.443
8979.009 85.122 -164.452
8979.346 85.124 -164.461
8979.682 85.126 -164.470
8980.019 85.128 -164.479
8980.354 85.131 -164.487
8980.691 85.133 -164.496
8981.027 85.135 -164.505
8981.364 85.137 -164.515
8981.701 85.139 -164.523
8982.037 85.141 -164.533
8982.374 85.143 -164.542
8982.710 85.145 -164.552
8983.047 85.147 -164.562
8983.383 85.149 -164.571
8983.720 85.151 -164.581
8984.056 85.153 -164.591
8984.393 85.156 -164.601
8984.729 85.158 -164.610
8985.065 85.160 -164.621
8985.401 85.162 -164.631
8985.738 85.164 -164.642
8986.074 85.166 -164.651
8986.411 85.168 -164.662
8986.747 85.170 -164.673
8987.084 85.172 -164.683
8987.421 85.174 -164.693
8987.757 85.176 -164.704
8988.094 85.178 -164.715
8988.430 85.180 -164.726
8988.767 85.183 -164.737
8989.103 85.185 -164.748
8989.439 85.187 -164.759
8989.775 85.189 -164.771
8990.112 85.191 -164.781
8990.448 85.193 -164.793
8990.785 85.195 -164.804
8991.121 85.197 -164.815
8991.458 85.199 -164.827
8991.794 85.201 -164.839
8992.131 85.203 -164.851
8992.468 85.205 -164.862
8992.804 85.208 -164.874
8993.141 85.210 -164.886
8993.477 85.212 -164.897
8993.813 85.214 -164.909
8994.149 85.216 -164.922
8994.486 85.218 -164.934
8994.822 85.220 -164.945
8995.159 85.222 -164.958
8995.495 85.224 -164.970
8995.832 85.226 -164.982
8996.168 85.228 -164.995
8996.505 85.231 -165.007
8996.841 85.233 -165.020
8997.178 85.235 -165.032
8997.515 85.237 -165.045
8997.851 85.239 -165.058
8998.188 85.241 -165.070
8998.523 85.243 -165.083
8998.860 85.245 -165.096
8999.196 85.248 -165.108
8999.533 85.250 -165.121
8999.869 85.252 -165.134
9000.206 85.254 -165.147
9000.542 85.256 -165.160
9000.879 85.258 -165.173
9001.215 85.260 -165.187
9001.552 85.263 -165.199
9001.888 85.265 -165.213
9002.225 85.267 -165.226
9002.561 85.269 -165.239
9002.897 85.271 -165.253
9003.234 85.273 -165.266
9003.570 85.276 -165.279
9003.907 85.278 -165.293
9004.243 85.280 -165.307
9004.580 85.282 -165.320
9004.916 85.284 -165.334
9005.253 85.287 -165.348
9005.589 85.289 -165.361
9005.926 85.291 -165.375
9006.262 85.293 -165.389
9006.599 85.296 -165.402
9006.935 85.298 -165.416
9007.271 85.300 -165.430
9007.607 85.302 -165.444
9007.944 85.305 -165.458
9008.280 85.307 -165.472
9008.617 85.309 -165.486
9008.954 85.311 -165.500
9009.290 85.314 -165.514
9009.627 85.316 -165.528
9009.963 85.318 -165.542
9010.300 85.321 -165.557
9010.636 85.323 -165.571
9010.973 85.325 -165.585
9011.309 85.328 -165.600
9011.646 85.330 -165.613
9011.981 85.332 -165.628
9012.318 85.335 -165.643
9012.654 85.337 -165.657
9012.991 85.339 -165.672
9013.327 85.342 -165.686
9013.664 85.344 -165.700
9014.001 85.347 -165.715
9014.337 85.349 -165.729
9014.674 85.351 -165.744
9015.010 85.354 -165.759
9015.347 85.356 -165.773
9015.683 85.359 -165.788
9016.020 85.361 -165.804
9016.355 85.364 -165.818
9016.692 85.366 -165.833
9017.028 85.368 -165.848
9017.365 85.371 -165.862
9017.701 85.373 -165.878
9018.038 85.376 -165.893
9018.374 85.378 -165.907
9018.711 85.381 -165.923
9019.048 85.384 -165.938
9019.384 85.386 -165.953
9019.721 85.389 -165.968
9020.057 85.391 -165.983
9020.394 85.394 -165.998
9020.729 85.396 -166.014
9021.066 85.399 -166.028
9021.402 85.401 -166.044
9021.739 85.404 -166.060
9022.075 85.407 -166.075
9022.412 85.409 -166.090
9022.748 85.412 -166.105
9023.085 85.415 -166.121
9023.421 85.417 -166.137
9023.758 85.420 -166.152
9024.094 85.423 -166.168
9024.431 85.425 -166.184
9024.768 85.428 -166.199
9025.104 85.431 -166.215
9025.440 85.433 -166.230
9025.776 85.436 -166.246
9026.113 85.439 -166.262
9026.449 85.442 -166.277
9026.786 85.444 -166.293
9027.122 85.447 -166.310
9027.459 85.450 -166.325
9027.795 85.453 -166.341
9028.132 85.455 -166.357
9028.468 85.458 -166.373
9028.805 85.461 -166.389
9029.141 85.464 -166.405
9029.478 85.467 -166.421
9029.813 85.470 -166.438
9030.150 85.473 -166.454
9030.487 85.475 -166.470
9030.823 85.478 -166.486
9031.160 85.481 -166.503
9031.496 85.484 -166.519
9031.833 85.487 -166.535
9032.169 85.490 -166.552
9032.506 85.493 -166.568
9032.842 85.496 -166.585
9033.179 85.499 -166.602
9033.515 85.502 -166.618
9033.852 85.505 -166.635
9034.188 85.508 -166.651
9034.524 85.511 -166.668
9034.860 85.514 -166.686
9035.197 85.517 -166.702
9035.534 85.520 -166.719
9035.870 85.523 -166.736
9036.207 85.526 -166.753
9036.543 85.529 -166.770
9036.880 85.532 -166.787
9037.216 85.535 -166.805
9037.553 85.538 -166.821
9037.889 85.542 -166.839
9038.226 85.545 -166.856
9038.562 85.548 -166.873
9038.898 85.551 -166.891
9039.234 85.554 -166.908
9039.571 85.557 -166.926
9039.907 85.560 -166.943
9040.244 85.564 -166.961
9040.581 85.567 -166.979
9040.917 85.570 -166.996
9041.254 85.573 -167.015
9041.590 85.577 -167.032
9041.927 85.580 -167.050
9042.263 85.583 -167.068
9042.600 85.586 -167.086
9042.936 85.590 -167.104
9043.272 85.593 -167.122
9043.608 85.596 -167.141
9043.945 85.600 -167.159
9044.281 85.603 -167.178
9044.618 85.606 -167.195
9044.954 85.610 -167.214
9045.291 85.613 -167.232
9045.627 85.616 -167.251
9045.964 85.620 -167.271
9046.301 85.623 -167.289
9046.637 85.626 -167.308
9046.974 85.630 -167.326
9047.310 85.633 -167.346
9047.646 85.637 -167.364
9047.982 85.640 -167.384
9048.319 85.643 -167.403
9048.655 85.647 -167.422
9048.992 85.650 -167.441
9049.328 85.654 -167.461
9049.665 85.657 -167.480
9050.001 85.661 -167.500
9050.338 85.664 -167.520
9050.674 85.668 -167.539
9051.011 85.671 -167.560
9051.347 85.675 -167.579
9051.684 85.678 -167.599
9052.021 85.682 -167.619
9052.356 85.685 -167.640
9052.693 85.689 -167.659
9053.029 85.692 -167.680
9053.366 85.696 -167.700
9053.702 85.700 -167.721
9054.039 85.703 -167.741
9054.375 85.707 -167.762
9054.712 85.710 -167.782
9055.048 85.714 -167.804
9055.385 85.718 -167.824
9055.721 85.721 -167.846
9056.058 85.725 -167.866
9056.394 85.728 -167.888
9056.730 85.732 -167.909
9057.067 85.736 -167.931
9057.403 85.739 -167.952
9057.740 85.743 -167.974
9058.076 85.747 -167.995
9058.413 85.750 -168.017
9058.749 85.754 -168.039
9059.086 85.758 -168.061
9059.422 85.761 -168.083
9059.759 85.765 -168.104
9060.095 85.769 -168.127
9060.432 85.772 -168.149
9060.768 85.776 -168.172
