* Measurement data measured by REW V5.19
* Source: M-Track Eight, no input selected, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -4.0 dBFS  With no timing reference
* Dated: Jun 15, 2020 1:51:15 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Mes_90_135
* Smoothing: 1/48 octave
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4214.451 92.111 -121.292
4214.788 92.108 -121.401
4215.125 92.106 -121.510
4215.461 92.103 -121.619
4215.797 92.100 -121.727
4216.134 92.097 -121.835
4216.470 92.094 -121.942
4216.807 92.091 -122.049
4217.143 92.088 -122.156
4217.479 92.084 -122.262
4217.816 92.081 -122.368
4218.152 92.077 -122.473
4218.489 92.074 -122.578
4218.825 92.070 -122.682
4219.162 92.066 -122.785
4219.498 92.062 -122.889
4219.835 92.058 -122.992
4220.171 92.054 -123.094
4220.508 92.050 -123.196
4220.844 92.045 -123.297
4221.181 92.041 -123.397
4221.517 92.037 -123.498
4221.854 92.032 -123.597
4222.190 92.027 -123.696
4222.526 92.022 -123.795
4222.863 92.018 -123.892
4223.199 92.013 -123.990
4223.536 92.008 -124.086
4223.872 92.002 -124.182
4224.208 91.997 -124.277
4224.545 91.992 -124.372
4224.881 91.986 -124.466
4225.218 91.981 -124.559
4225.555 91.975 -124.652
4225.891 91.970 -124.744
4226.228 91.964 -124.835
4226.564 91.958 -124.926
4226.900 91.952 -125.016
4227.237 91.946 -125.105
4227.573 91.940 -125.194
4227.910 91.934 -125.281
4228.246 91.927 -125.368
4228.583 91.921 -125.454
4228.919 91.915 -125.540
4229.255 91.908 -125.624
4229.592 91.901 -125.708
4229.928 91.895 -125.791
4230.265 91.888 -125.873
4230.602 91.881 -125.955
4230.938 91.874 -126.036
4231.274 91.867 -126.115
4231.611 91.860 -126.194
4231.947 91.853 -126.272
4232.284 91.846 -126.350
4232.620 91.839 -126.426
4232.957 91.831 -126.501
4233.293 91.824 -126.576
4233.629 91.816 -126.650
4233.966 91.809 -126.723
4234.302 91.801 -126.795
4234.639 91.793 -126.866
4234.975 91.786 -126.936
4235.312 91.778 -127.005
4235.648 91.770 -127.073
4235.984 91.762 -127.140
4236.321 91.754 -127.207
4236.658 91.746 -127.272
4236.994 91.738 -127.337
4237.331 91.730 -127.401
4237.667 91.722 -127.463
4238.003 91.714 -127.525
4238.340 91.705 -127.586
4238.676 91.697 -127.646
4239.013 91.689 -127.704
4239.349 91.680 -127.762
4239.686 91.672 -127.819
4240.022 91.664 -127.875
4240.358 91.655 -127.930
4240.695 91.647 -127.983
4241.031 91.638 -128.036
4241.368 91.630 -128.088
4241.705 91.621 -128.139
4242.041 91.612 -128.189
4242.377 91.604 -128.239
4242.714 91.595 -128.286
4243.050 91.587 -128.333
4243.387 91.578 -128.380
4243.723 91.569 -128.425
4244.060 91.561 -128.469
4244.396 91.552 -128.512
4244.732 91.543 -128.554
4245.069 91.535 -128.595
4245.405 91.526 -128.635
4245.742 91.517 -128.675
4246.078 91.509 -128.713
4246.415 91.500 -128.750
4246.751 91.491 -128.787
4247.088 91.483 -128.823
4247.424 91.474 -128.857
4247.761 91.466 -128.891
4248.097 91.457 -128.923
4248.434 91.449 -128.955
4248.770 91.440 -128.986
4249.106 91.432 -129.016
4249.443 91.423 -129.045
4249.779 91.415 -129.073
4250.116 91.407 -129.101
4250.452 91.398 -129.127
4250.789 91.390 -129.153
4251.125 91.382 -129.177
4251.461 91.374 -129.202
4251.798 91.366 -129.225
4252.135 91.358 -129.247
4252.471 91.350 -129.269
4252.808 91.342 -129.289
4253.144 91.334 -129.309
4253.480 91.326 -129.328
4253.817 91.319 -129.347
4254.153 91.311 -129.365
4254.490 91.303 -129.381
4254.826 91.296 -129.398
4255.163 91.288 -129.413
4255.499 91.281 -129.428
4255.835 91.274 -129.442
4256.172 91.267 -129.456
4256.508 91.260 -129.469
4256.845 91.253 -129.481
4257.181 91.246 -129.493
4257.518 91.239 -129.504
4257.854 91.232 -129.515
4258.191 91.226 -129.525
4258.527 91.219 -129.534
4258.864 91.213 -129.543
4259.200 91.206 -129.552
4259.537 91.200 -129.560
4259.873 91.194 -129.567
4260.209 91.188 -129.574
4260.546 91.182 -129.581
4260.882 91.176 -129.587
4261.219 91.171 -129.593
4261.555 91.165 -129.599
4261.892 91.160 -129.604
4262.228 91.155 -129.609
4262.564 91.149 -129.613
4262.901 91.144 -129.617
4263.238 91.139 -129.622
4263.574 91.134 -129.625
4263.911 91.130 -129.629
4264.247 91.125 -129.632
4264.583 91.121 -129.635
4264.920 91.116 -129.638
4265.256 91.112 -129.641
4265.593 91.108 -129.644
4265.929 91.104 -129.646
4266.266 91.100 -129.649
4266.602 91.097 -129.651
4266.938 91.093 -129.654
4267.275 91.090 -129.656
4267.611 91.086 -129.659
4267.948 91.083 -129.661
4268.284 91.080 -129.664
4268.621 91.077 -129.667
4268.958 91.074 -129.669
4269.294 91.072 -129.672
4269.630 91.069 -129.675
4269.967 91.067 -129.678
4270.303 91.064 -129.682
4270.640 91.062 -129.685
4270.976 91.060 -129.689
4271.312 91.058 -129.693
4271.649 91.056 -129.697
4271.985 91.055 -129.702
4272.322 91.053 -129.707
4272.658 91.052 -129.712
4272.995 91.051 -129.717
4273.331 91.049 -129.723
4273.668 91.048 -129.729
4274.004 91.047 -129.736
4274.341 91.047 -129.743
4274.677 91.046 -129.751
4275.014 91.045 -129.759
4275.350 91.045 -129.767
4275.687 91.044 -129.776
4276.023 91.044 -129.786
4276.359 91.044 -129.796
4276.696 91.044 -129.806
4277.032 91.044 -129.817
4277.369 91.044 -129.829
4277.705 91.044 -129.841
4278.042 91.044 -129.854
4278.378 91.045 -129.868
4278.714 91.045 -129.882
4279.051 91.046 -129.897
4279.388 91.047 -129.912
4279.724 91.047 -129.929
4280.061 91.048 -129.946
4280.397 91.049 -129.963
4280.733 91.050 -129.982
4281.070 91.051 -130.001
4281.406 91.052 -130.021
4281.743 91.054 -130.042
4282.079 91.055 -130.063
4282.416 91.056 -130.085
4282.752 91.058 -130.108
4283.088 91.059 -130.132
4283.425 91.061 -130.157
4283.761 91.062 -130.182
4284.098 91.064 -130.208
4284.435 91.065 -130.236
4284.771 91.067 -130.264
4285.107 91.069 -130.292
4285.444 91.071 -130.322
4285.780 91.072 -130.353
4286.117 91.074 -130.385
4286.453 91.076 -130.417
4286.790 91.078 -130.450
4287.126 91.080 -130.484
4287.462 91.082 -130.520
4287.799 91.084 -130.555
4288.135 91.086 -130.593
4288.472 91.088 -130.630
4288.808 91.090 -130.669
4289.145 91.092 -130.708
4289.481 91.094 -130.749
4289.817 91.096 -130.791
4290.154 91.098 -130.833
4290.491 91.100 -130.876
4290.827 91.102 -130.920
4291.164 91.104 -130.965
4291.500 91.105 -131.011
4291.836 91.107 -131.058
4292.173 91.109 -131.106
4292.509 91.111 -131.155
4292.846 91.113 -131.204
4293.182 91.115 -131.255
4293.519 91.117 -131.306
4293.855 91.118 -131.358
4294.191 91.120 -131.411
4294.528 91.122 -131.465
4294.864 91.123 -131.520
4295.201 91.125 -131.576
4295.538 91.126 -131.632
4295.874 91.128 -131.690
4296.210 91.129 -131.748
4296.547 91.130 -131.807
4296.883 91.132 -131.866
4297.220 91.133 -131.927
4297.556 91.134 -131.988
4297.893 91.135 -132.051
4298.229 91.136 -132.113
4298.565 91.137 -132.177
4298.902 91.138 -132.241
4299.238 91.139 -132.306
4299.575 91.139 -132.372
4299.911 91.140 -132.438
4300.248 91.140 -132.505
4300.584 91.141 -132.573
4300.921 91.141 -132.642
4301.257 91.141 -132.711
4301.594 91.142 -132.781
4301.930 91.142 -132.851
4302.267 91.142 -132.922
4302.603 91.141 -132.993
4302.939 91.141 -133.065
4303.276 91.141 -133.137
4303.612 91.140 -133.210
4303.949 91.140 -133.284
4304.285 91.139 -133.358
4304.622 91.138 -133.432
4304.958 91.137 -133.507
4305.294 91.136 -133.582
4305.631 91.135 -133.658
4305.968 91.134 -133.734
4306.304 91.132 -133.810
4306.641 91.131 -133.887
4306.977 91.129 -133.964
4307.313 91.127 -134.042
4307.650 91.125 -134.119
4307.986 91.123 -134.197
4308.323 91.121 -134.275
4308.659 91.119 -134.353
4308.996 91.116 -134.432
4309.332 91.114 -134.510
4309.668 91.111 -134.589
4310.005 91.108 -134.668
4310.341 91.105 -134.747
4310.678 91.102 -134.826
4311.014 91.099 -134.905
4311.351 91.096 -134.984
4311.688 91.092 -135.063
4312.024 91.088 -135.142
4312.360 91.085 -135.221
4312.697 91.081 -135.300
4313.033 91.076 -135.379
4313.370 91.072 -135.458
4313.706 91.068 -135.536
4314.042 91.063 -135.615
4314.379 91.058 -135.693
4314.715 91.054 -135.771
4315.052 91.049 -135.848
4315.388 91.043 -135.926
4315.725 91.038 -136.003
4316.061 91.033 -136.080
4316.397 91.027 -136.156
4316.734 91.021 -136.232
4317.071 91.015 -136.308
4317.407 91.009 -136.384
4317.744 91.003 -136.458
4318.080 90.997 -136.533
4318.417 90.990 -136.607
4318.753 90.984 -136.680
4319.089 90.977 -136.753
4319.426 90.970 -136.825
4319.762 90.963 -136.897
4320.099 90.956 -136.968
4320.435 90.948 -137.039
4320.771 90.941 -137.109
4321.108 90.933 -137.178
4321.444 90.925 -137.246
4321.781 90.917 -137.314
4322.117 90.909 -137.381
4322.454 90.901 -137.447
4322.791 90.892 -137.512
4323.127 90.884 -137.577
4323.463 90.875 -137.641
4323.800 90.866 -137.704
4324.136 90.857 -137.766
4324.473 90.848 -137.827
4324.809 90.839 -137.887
4325.146 90.829 -137.946
4325.482 90.820 -138.005
4325.818 90.810 -138.062
4326.155 90.800 -138.118
4326.491 90.790 -138.173
4326.828 90.780 -138.228
4327.164 90.770 -138.281
4327.501 90.759 -138.333
4327.837 90.749 -138.384
4328.174 90.738 -138.434
4328.510 90.728 -138.482
4328.847 90.717 -138.530
4329.183 90.706 -138.576
4329.520 90.695 -138.621
4329.856 90.683 -138.665
4330.192 90.672 -138.708
4330.529 90.661 -138.750
4330.865 90.649 -138.790
4331.202 90.637 -138.829
4331.538 90.626 -138.867
4331.875 90.614 -138.903
4332.211 90.602 -138.938
4332.547 90.590 -138.972
4332.884 90.577 -139.004
4333.221 90.565 -139.035
4333.557 90.553 -139.065
4333.894 90.540 -139.094
4334.230 90.528 -139.121
4334.566 90.515 -139.146
4334.903 90.502 -139.170
4335.239 90.489 -139.193
4335.576 90.476 -139.215
4335.912 90.463 -139.234
4336.249 90.450 -139.253
4336.585 90.437 -139.270
4336.921 90.424 -139.286
4337.258 90.411 -139.300
4337.594 90.397 -139.312
4337.931 90.384 -139.324
4338.268 90.370 -139.333
4338.604 90.357 -139.342
4338.940 90.343 -139.348
4339.277 90.330 -139.354
4339.613 90.316 -139.357
4339.950 90.302 -139.360
4340.286 90.289 -139.361
4340.623 90.275 -139.360
4340.959 90.261 -139.358
4341.295 90.247 -139.354
4341.632 90.234 -139.349
4341.968 90.220 -139.342
4342.305 90.206 -139.334
4342.641 90.192 -139.324
4342.978 90.178 -139.313
4343.314 90.164 -139.300
4343.650 90.150 -139.286
4343.987 90.136 -139.271
4344.324 90.122 -139.253
4344.660 90.109 -139.235
4344.997 90.095 -139.215
4345.333 90.081 -139.193
4345.669 90.067 -139.170
4346.006 90.053 -139.146
4346.342 90.040 -139.120
4346.679 90.026 -139.093
4347.015 90.012 -139.064
4347.352 89.998 -139.034
4347.688 89.985 -139.002
4348.024 89.971 -138.969
4348.361 89.958 -138.935
4348.697 89.944 -138.899
4349.034 89.931 -138.862
4349.371 89.918 -138.824
4349.707 89.905 -138.784
4350.043 89.891 -138.743
4350.380 89.878 -138.700
4350.716 89.865 -138.656
4351.053 89.852 -138.612
4351.389 89.840 -138.565
4351.726 89.827 -138.518
4352.062 89.814 -138.469
4352.398 89.802 -138.419
4352.735 89.789 -138.368
4353.071 89.777 -138.315
4353.408 89.765 -138.262
4353.744 89.753 -138.207
4354.081 89.741 -138.151
4354.417 89.729 -138.094
4354.754 89.717 -138.036
4355.090 89.706 -137.977
4355.427 89.695 -137.917
4355.763 89.683 -137.855
4356.100 89.672 -137.793
4356.436 89.661 -137.730
4356.772 89.650 -137.666
4357.109 89.640 -137.600
4357.445 89.629 -137.534
4357.782 89.619 -137.467
4358.118 89.609 -137.399
4358.455 89.599 -137.330
4358.791 89.589 -137.260
4359.127 89.579 -137.190
4359.464 89.570 -137.118
4359.801 89.561 -137.046
4360.137 89.552 -136.973
4360.474 89.543 -136.900
4360.810 89.534 -136.825
4361.146 89.526 -136.750
4361.483 89.517 -136.675
4361.819 89.509 -136.599
4362.156 89.501 -136.522
4362.492 89.494 -136.444
4362.829 89.486 -136.366
4363.165 89.479 -136.288
4363.501 89.472 -136.208
4363.838 89.465 -136.129
4364.174 89.458 -136.049
4364.511 89.452 -135.969
4364.847 89.445 -135.888
4365.184 89.439 -135.807
4365.521 89.434 -135.725
4365.857 89.428 -135.643
4366.193 89.423 -135.561
4366.530 89.418 -135.479
4366.866 89.413 -135.396
4367.203 89.408 -135.313
4367.539 89.404 -135.230
4367.875 89.399 -135.147
4368.212 89.395 -135.064
4368.548 89.392 -134.980
4368.885 89.388 -134.897
4369.221 89.385 -134.813
4369.558 89.382 -134.730
4369.894 89.379 -134.646
4370.230 89.376 -134.563
4370.567 89.374 -134.479
4370.904 89.371 -134.396
4371.240 89.369 -134.313
4371.577 89.368 -134.229
4371.913 89.366 -134.146
4372.250 89.365 -134.064
4372.586 89.364 -133.981
4372.922 89.363 -133.899
4373.259 89.362 -133.817
4373.595 89.362 -133.735
4373.932 89.361 -133.654
4374.268 89.361 -133.573
4374.604 89.362 -133.492
4374.941 89.362 -133.411
4375.277 89.363 -133.332
4375.614 89.363 -133.252
4375.950 89.364 -133.173
4376.287 89.366 -133.094
4376.624 89.367 -133.016
4376.960 89.369 -132.939
4377.296 89.370 -132.862
4377.633 89.372 -132.785
4377.969 89.374 -132.710
4378.306 89.377 -132.635
4378.642 89.379 -132.560
4378.979 89.382 -132.486
4379.315 89.385 -132.413
4379.651 89.388 -132.340
4379.988 89.391 -132.269
4380.324 89.394 -132.198
4380.661 89.398 -132.127
4380.997 89.402 -132.058
4381.334 89.405 -131.989
4381.670 89.409 -131.921
4382.007 89.413 -131.854
4382.343 89.418 -131.788
4382.680 89.422 -131.722
4383.016 89.427 -131.658
4383.353 89.431 -131.594
4383.689 89.436 -131.531
4384.025 89.441 -131.469
4384.362 89.446 -131.408
4384.698 89.451 -131.349
4385.035 89.456 -131.290
4385.371 89.462 -131.231
4385.708 89.467 -131.175
4386.044 89.473 -131.118
4386.380 89.478 -131.063
4386.717 89.484 -131.009
4387.054 89.490 -130.956
4387.390 89.496 -130.904
4387.727 89.501 -130.853
4388.063 89.507 -130.803
4388.399 89.514 -130.754
4388.736 89.520 -130.707
4389.072 89.526 -130.660
4389.409 89.532 -130.614
4389.745 89.539 -130.569
4390.082 89.545 -130.526
4390.418 89.551 -130.483
4390.754 89.558 -130.442
4391.091 89.564 -130.402
4391.427 89.571 -130.362
4391.764 89.577 -130.324
4392.101 89.584 -130.287
4392.437 89.590 -130.251
4392.773 89.597 -130.216
4393.110 89.604 -130.182
4393.446 89.610 -130.149
4393.783 89.617 -130.118
4394.119 89.623 -130.087
4394.456 89.630 -130.058
4394.792 89.636 -130.029
4395.128 89.643 -130.002
4395.465 89.650 -129.975
4395.801 89.656 -129.950
4396.138 89.663 -129.926
4396.474 89.669 -129.902
4396.811 89.676 -129.880
4397.147 89.682 -129.859
4397.483 89.688 -129.839
4397.820 89.695 -129.820
4398.157 89.701 -129.801
4398.493 89.707 -129.784
4398.830 89.713 -129.768
4399.166 89.720 -129.752
4399.502 89.726 -129.738
4399.839 89.732 -129.725
4400.175 89.738 -129.712
4400.512 89.744 -129.701
4400.848 89.750 -129.690
4401.185 89.755 -129.680
4401.521 89.761 -129.671
4401.857 89.767 -129.663
4402.194 89.772 -129.656
4402.530 89.778 -129.649
4402.867 89.783 -129.644
4403.204 89.788 -129.639
4403.540 89.794 -129.635
4403.876 89.799 -129.631
4404.213 89.804 -129.628
4404.549 89.809 -129.627
4404.886 89.814 -129.625
4405.222 89.819 -129.625
4405.559 89.823 -129.625
4405.895 89.828 -129.626
4406.231 89.832 -129.627
4406.568 89.837 -129.629
4406.904 89.841 -129.632
4407.241 89.845 -129.635
4407.577 89.849 -129.638
4407.914 89.853 -129.642
4408.250 89.857 -129.647
4408.587 89.861 -129.652
4408.923 89.865 -129.658
4409.260 89.868 -129.664
4409.596 89.872 -129.670
4409.933 89.875 -129.677
4410.269 89.879 -129.684
4410.605 89.882 -129.692
4410.942 89.885 -129.699
4411.278 89.888 -129.708
4411.615 89.891 -129.716
4411.951 89.893 -129.725
4412.288 89.896 -129.734
4412.624 89.898 -129.743
4412.960 89.901 -129.752
4413.297 89.903 -129.761
4413.634 89.905 -129.771
4413.970 89.907 -129.781
4414.307 89.909 -129.791
4414.643 89.911 -129.801
4414.979 89.913 -129.811
4415.316 89.915 -129.821
4415.652 89.916 -129.831
4415.989 89.918 -129.841
4416.325 89.919 -129.851
4416.662 89.920 -129.861
4416.998 89.922 -129.871
4417.334 89.923 -129.881
4417.671 89.924 -129.891
4418.007 89.924 -129.901
4418.344 89.925 -129.910
4418.680 89.926 -129.920
4419.017 89.926 -129.929
4419.354 89.927 -129.938
4419.690 89.927 -129.947
4420.026 89.928 -129.955
4420.363 89.928 -129.964
4420.699 89.928 -129.972
4421.036 89.928 -129.979
4421.372 89.928 -129.987
4421.708 89.928 -129.994
4422.045 89.928 -130.001
4422.381 89.928 -130.008
4422.718 89.927 -130.014
4423.054 89.927 -130.020
4423.391 89.927 -130.025
4423.727 89.926 -130.030
4424.063 89.925 -130.035
4424.400 89.925 -130.039
4424.737 89.924 -130.042
4425.073 89.923 -130.046
4425.410 89.923 -130.049
4425.746 89.922 -130.051
4426.083 89.921 -130.053
4426.419 89.920 -130.054
4426.755 89.919 -130.055
4427.092 89.918 -130.056
4427.428 89.917 -130.056
4427.765 89.916 -130.055
4428.101 89.914 -130.054
4428.438 89.913 -130.052
4428.774 89.912 -130.050
4429.110 89.911 -130.047
4429.447 89.910 -130.044
4429.783 89.908 -130.040
4430.120 89.907 -130.036
4430.457 89.906 -130.031
4430.793 89.904 -130.025
4431.129 89.903 -130.019
4431.466 89.902 -130.013
4431.802 89.900 -130.005
4432.139 89.899 -129.998
4432.475 89.898 -129.989
4432.812 89.896 -129.980
4433.148 89.895 -129.971
4433.484 89.894 -129.961
4433.821 89.892 -129.950
4434.157 89.891 -129.939
4434.494 89.890 -129.927
4434.830 89.888 -129.915
4435.167 89.887 -129.902
4435.503 89.886 -129.889
4435.840 89.885 -129.875
4436.176 89.884 -129.860
4436.513 89.882 -129.845
4436.849 89.881 -129.830
4437.186 89.880 -129.814
4437.522 89.879 -129.797
4437.858 89.878 -129.780
4438.195 89.877 -129.762
4438.531 89.877 -129.744
4438.868 89.876 -129.726
4439.204 89.875 -129.707
4439.541 89.874 -129.688
4439.877 89.874 -129.667
4440.213 89.873 -129.647
4440.550 89.872 -129.626
4440.887 89.872 -129.605
4441.223 89.871 -129.584
4441.560 89.871 -129.562
4441.896 89.871 -129.539
4442.232 89.871 -129.516
4442.569 89.870 -129.493
4442.905 89.870 -129.470
4443.242 89.870 -129.446
4443.578 89.870 -129.422
4443.915 89.870 -129.397
4444.251 89.871 -129.373
4444.587 89.871 -129.348
4444.924 89.871 -129.323
4445.260 89.872 -129.297
4445.597 89.872 -129.271
4445.934 89.873 -129.245
4446.270 89.874 -129.219
4446.606 89.875 -129.192
4446.943 89.875 -129.166
4447.279 89.876 -129.139
4447.616 89.878 -129.112
4447.952 89.879 -129.085
4448.289 89.880 -129.058
4448.625 89.881 -129.031
4448.961 89.883 -129.003
4449.298 89.884 -128.976
4449.634 89.886 -128.949
4449.971 89.888 -128.921
4450.307 89.889 -128.894
4450.644 89.891 -128.866
4450.980 89.893 -128.839
4451.316 89.895 -128.811
4451.653 89.898 -128.784
4451.990 89.900 -128.756
4452.326 89.902 -128.729
4452.663 89.905 -128.702
4452.999 89.907 -128.674
4453.335 89.910 -128.647
4453.672 89.913 -128.620
4454.008 89.916 -128.594
4454.345 89.919 -128.567
4454.681 89.922 -128.541
4455.018 89.925 -128.514
4455.354 89.928 -128.488
4455.690 89.931 -128.463
4456.027 89.935 -128.437
4456.363 89.938 -128.412
4456.700 89.942 -128.386
4457.037 89.945 -128.362
4457.373 89.949 -128.337
4457.709 89.953 -128.313
4458.046 89.957 -128.289
4458.382 89.961 -128.266
4458.719 89.965 -128.242
4459.055 89.969 -128.219
4459.392 89.973 -128.197
4459.728 89.977 -128.175
4460.064 89.982 -128.153
4460.401 89.986 -128.132
4460.737 89.991 -128.111
4461.074 89.995 -128.090
4461.410 90.000 -128.070
4461.747 90.004 -128.050
4462.083 90.009 -128.031
4462.420 90.014 -128.012
4462.756 90.019 -127.994
4463.093 90.024 -127.976
4463.429 90.029 -127.959
4463.766 90.034 -127.942
4464.102 90.039 -127.926
4464.438 90.044 -127.910
4464.775 90.050 -127.895
4465.111 90.055 -127.880
4465.448 90.060 -127.866
4465.784 90.066 -127.852
4466.121 90.071 -127.839
4466.457 90.077 -127.826
4466.793 90.082 -127.814
4467.130 90.088 -127.803
4467.467 90.093 -127.792
4467.803 90.099 -127.781
4468.140 90.105 -127.772
4468.476 90.111 -127.762
4468.812 90.116 -127.754
4469.149 90.122 -127.746
4469.485 90.128 -127.739
4469.822 90.134 -127.732
4470.158 90.140 -127.725
4470.495 90.146 -127.720
4470.831 90.152 -127.715
4471.167 90.157 -127.710
4471.504 90.163 -127.707
4471.840 90.169 -127.703
4472.177 90.175 -127.701
4472.513 90.181 -127.699
4472.850 90.188 -127.698
4473.187 90.194 -127.697
4473.523 90.200 -127.697
4473.859 90.206 -127.697
4474.196 90.212 -127.698
4474.532 90.218 -127.700
4474.869 90.224 -127.702
4475.205 90.230 -127.705
4475.542 90.236 -127.708
4475.878 90.242 -127.713
4476.214 90.248 -127.717
4476.551 90.255 -127.723
4476.887 90.261 -127.729
4477.224 90.267 -127.735
4477.560 90.273 -127.742
4477.896 90.279 -127.750
4478.233 90.285 -127.758
4478.570 90.291 -127.767
4478.906 90.297 -127.776
4479.243 90.303 -127.786
4479.579 90.309 -127.797
4479.916 90.315 -127.808
4480.252 90.321 -127.820
4480.588 90.327 -127.832
4480.925 90.333 -127.845
4481.261 90.339 -127.858
4481.598 90.345 -127.873
4481.934 90.351 -127.887
4482.271 90.357 -127.902
4482.607 90.363 -127.917
4482.943 90.368 -127.934
4483.280 90.374 -127.950
4483.616 90.380 -127.968
4483.953 90.386 -127.985
4484.290 90.392 -128.003
4484.626 90.397 -128.022
4484.962 90.403 -128.041
4485.299 90.409 -128.061
4485.635 90.414 -128.081
4485.972 90.420 -128.102
4486.308 90.426 -128.123
4486.645 90.431 -128.145
4486.981 90.437 -128.167
4487.317 90.442 -128.189
4487.654 90.448 -128.212
4487.990 90.453 -128.236
4488.327 90.459 -128.260
4488.663 90.464 -128.284
4489.000 90.469 -128.309
4489.336 90.475 -128.334
4489.673 90.480 -128.360
4490.009 90.485 -128.386
4490.346 90.490 -128.412
4490.682 90.495 -128.439
4491.019 90.501 -128.467
4491.355 90.506 -128.494
4491.691 90.511 -128.522
4492.028 90.516 -128.551
4492.364 90.521 -128.580
4492.701 90.526 -128.609
4493.037 90.531 -128.638
4493.374 90.535 -128.668
4493.710 90.540 -128.699
4494.046 90.545 -128.729
4494.383 90.550 -128.760
4494.720 90.555 -128.792
4495.056 90.559 -128.823
4495.393 90.564 -128.855
4495.729 90.569 -128.887
4496.065 90.573 -128.920
4496.402 90.578 -128.953
4496.738 90.582 -128.986
4497.075 90.587 -129.020
4497.411 90.591 -129.054
4497.748 90.595 -129.088
4498.084 90.600 -129.122
4498.420 90.604 -129.157
4498.757 90.608 -129.192
4499.093 90.613 -129.227
4499.430 90.617 -129.262
4499.767 90.621 -129.298
4500.103 90.625 -129.334
4500.439 90.629 -129.371
4500.776 90.633 -129.407
4501.112 90.637 -129.444
4501.449 90.641 -129.481
4501.785 90.645 -129.518
4502.122 90.649 -129.555
4502.458 90.653 -129.593
4502.794 90.657 -129.631
4503.131 90.660 -129.669
4503.467 90.664 -129.707
4503.804 90.668 -129.746
4504.140 90.671 -129.784
4504.477 90.675 -129.823
4504.813 90.679 -129.862
4505.149 90.682 -129.901
4505.486 90.686 -129.941
4505.823 90.689 -129.980
4506.159 90.693 -130.020
4506.496 90.696 -130.060
4506.832 90.699 -130.100
4507.168 90.703 -130.140
4507.505 90.706 -130.180
4507.841 90.709 -130.221
4508.178 90.712 -130.261
4508.514 90.715 -130.302
4508.851 90.719 -130.343
4509.187 90.722 -130.384
4509.523 90.725 -130.425
4509.860 90.728 -130.466
4510.196 90.731 -130.507
4510.533 90.734 -130.549
4510.870 90.736 -130.590
4511.206 90.739 -130.632
4511.542 90.742 -130.673
4511.879 90.745 -130.715
4512.215 90.748 -130.757
4512.552 90.750 -130.799
4512.888 90.753 -130.841
4513.225 90.756 -130.883
4513.561 90.758 -130.925
4513.897 90.761 -130.967
4514.234 90.764 -131.009
4514.570 90.766 -131.052
4514.907 90.769 -131.094
4515.243 90.771 -131.136
4515.580 90.773 -131.178
4515.916 90.776 -131.221
4516.253 90.778 -131.263
4516.589 90.780 -131.305
4516.926 90.783 -131.348
4517.262 90.785 -131.390
4517.599 90.787 -131.433
4517.935 90.789 -131.475
4518.271 90.791 -131.517
4518.608 90.794 -131.560
4518.944 90.796 -131.602
4519.281 90.798 -131.645
4519.617 90.800 -131.687
4519.954 90.802 -131.729
4520.290 90.804 -131.771
4520.626 90.806 -131.813
4520.963 90.808 -131.856
4521.300 90.809 -131.898
4521.636 90.811 -131.940
4521.973 90.813 -131.982
4522.309 90.815 -132.024
4522.646 90.817 -132.066
4522.982 90.818 -132.107
4523.318 90.820 -132.149
4523.655 90.822 -132.191
4523.991 90.824 -132.232
4524.328 90.825 -132.274
4524.664 90.827 -132.315
4525.000 90.828 -132.356
4525.337 90.830 -132.397
4525.673 90.832 -132.438
4526.010 90.833 -132.479
4526.346 90.835 -132.520
4526.683 90.836 -132.561
4527.020 90.838 -132.601
4527.356 90.839 -132.642
4527.692 90.840 -132.682
4528.029 90.842 -132.722
4528.365 90.843 -132.762
4528.702 90.845 -132.802
4529.038 90.846 -132.842
4529.375 90.847 -132.881
4529.711 90.849 -132.920
4530.047 90.850 -132.960
4530.384 90.851 -132.999
4530.720 90.853 -133.038
4531.057 90.854 -133.076
4531.393 90.855 -133.115
4531.729 90.856 -133.153
4532.066 90.858 -133.191
4532.403 90.859 -133.229
4532.739 90.860 -133.267
4533.076 90.861 -133.305
4533.412 90.863 -133.342
4533.749 90.864 -133.379
4534.085 90.865 -133.416
4534.421 90.866 -133.453
4534.758 90.867 -133.490
4535.094 90.869 -133.526
4535.431 90.870 -133.562
4535.767 90.871 -133.598
4536.104 90.872 -133.634
4536.440 90.873 -133.669
4536.776 90.874 -133.705
4537.113 90.876 -133.740
4537.449 90.877 -133.774
4537.786 90.878 -133.809
4538.123 90.879 -133.843
4538.459 90.880 -133.877
4538.795 90.881 -133.911
4539.132 90.883 -133.945
4539.468 90.884 -133.979
4539.805 90.885 -134.012
4540.141 90.886 -134.044
4540.478 90.888 -134.077
4540.814 90.889 -134.110
4541.150 90.890 -134.142
4541.487 90.891 -134.174
4541.823 90.893 -134.206
4542.160 90.894 -134.237
4542.496 90.895 -134.268
4542.833 90.896 -134.299
4543.169 90.898 -134.330
4543.506 90.899 -134.360
4543.842 90.900 -134.391
4544.179 90.902 -134.421
4544.515 90.903 -134.450
