* Measurement data measured by REW V5.19
* Source: M-Track Eight, no input selected, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -4.0 dBFS  With no timing reference
* Dated: Jun 15, 2020 1:51:15 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Mes_90_135
* Smoothing: 1/48 octave
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
11986.592 82.742 162.013
11986.929 82.740 162.017
11987.265 82.738 162.021
11987.602 82.737 162.025
11987.938 82.735 162.029
11988.274 82.733 162.033
11988.610 82.731 162.037
11988.947 82.729 162.041
11989.283 82.728 162.045
11989.620 82.726 162.050
11989.956 82.724 162.053
11990.293 82.722 162.058
11990.630 82.721 162.062
11990.966 82.719 162.066
11991.303 82.717 162.070
11991.639 82.715 162.074
11991.976 82.714 162.078
11992.312 82.712 162.082
11992.648 82.710 162.086
11992.984 82.709 162.090
11993.321 82.707 162.094
11993.657 82.705 162.098
11993.994 82.704 162.102
11994.330 82.702 162.106
11994.667 82.700 162.110
11995.003 82.699 162.114
11995.340 82.697 162.118
11995.676 82.695 162.122
11996.013 82.694 162.126
11996.350 82.692 162.130
11996.686 82.690 162.134
11997.022 82.689 162.138
11997.358 82.687 162.142
11997.695 82.685 162.146
11998.031 82.684 162.150
11998.368 82.682 162.154
11998.704 82.681 162.158
11999.041 82.679 162.162
11999.377 82.678 162.165
11999.714 82.676 162.169
12000.050 82.674 162.173
12000.387 82.673 162.177
12000.723 82.671 162.181
12001.060 82.670 162.184
12001.396 82.668 162.188
12001.732 82.667 162.192
12002.069 82.665 162.196
12002.405 82.664 162.199
12002.742 82.662 162.203
12003.078 82.661 162.207
12003.415 82.659 162.210
12003.751 82.658 162.214
12004.088 82.656 162.218
12004.424 82.655 162.221
12004.761 82.653 162.225
12005.097 82.652 162.228
12005.434 82.651 162.232
12005.770 82.649 162.235
12006.106 82.648 162.239
12006.442 82.646 162.242
12006.779 82.645 162.246
12007.116 82.643 162.249
12007.452 82.642 162.252
12007.789 82.641 162.256
12008.125 82.639 162.259
12008.462 82.638 162.262
12008.798 82.637 162.266
12009.135 82.635 162.269
12009.471 82.634 162.272
12009.808 82.633 162.275
12010.144 82.631 162.279
12010.480 82.630 162.282
12010.816 82.629 162.285
12011.153 82.627 162.288
12011.489 82.626 162.291
12011.826 82.625 162.294
12012.163 82.623 162.297
12012.499 82.622 162.300
12012.836 82.621 162.303
12013.172 82.619 162.306
12013.509 82.618 162.309
12013.845 82.617 162.312
12014.182 82.616 162.314
12014.518 82.614 162.317
12014.854 82.613 162.320
12015.190 82.612 162.323
12015.527 82.611 162.325
12015.863 82.609 162.328
12016.200 82.608 162.331
12016.536 82.607 162.333
12016.873 82.606 162.336
12017.209 82.605 162.338
12017.546 82.603 162.341
12017.883 82.602 162.343
12018.219 82.601 162.345
12018.556 82.600 162.348
12018.892 82.599 162.350
12019.229 82.598 162.352
12019.564 82.596 162.354
12019.901 82.595 162.357
12020.237 82.594 162.359
12020.574 82.593 162.361
12020.910 82.592 162.363
12021.247 82.591 162.365
12021.583 82.590 162.367
12021.920 82.589 162.369
12022.256 82.587 162.371
12022.593 82.586 162.373
12022.929 82.585 162.375
12023.266 82.584 162.376
12023.603 82.583 162.378
12023.938 82.582 162.380
12024.275 82.581 162.381
12024.611 82.580 162.383
12024.948 82.579 162.385
12025.284 82.578 162.386
12025.621 82.577 162.387
12025.957 82.576 162.389
12026.294 82.575 162.390
12026.630 82.574 162.392
12026.967 82.573 162.393
12027.303 82.572 162.394
12027.640 82.571 162.395
12027.976 82.570 162.396
12028.312 82.569 162.397
12028.649 82.568 162.398
12028.985 82.567 162.399
12029.322 82.566 162.400
12029.658 82.565 162.401
12029.995 82.564 162.402
12030.331 82.563 162.403
12030.668 82.562 162.404
12031.004 82.561 162.404
12031.341 82.560 162.405
12031.677 82.559 162.406
12032.014 82.558 162.406
12032.350 82.557 162.406
12032.687 82.557 162.407
12033.022 82.556 162.407
12033.359 82.555 162.408
12033.696 82.554 162.408
12034.032 82.553 162.408
12034.369 82.552 162.408
12034.705 82.551 162.408
12035.042 82.550 162.409
12035.378 82.550 162.409
12035.715 82.549 162.408
12036.051 82.548 162.408
12036.388 82.547 162.408
12036.724 82.546 162.408
12037.061 82.545 162.408
12037.396 82.544 162.407
12037.733 82.544 162.407
12038.069 82.543 162.407
12038.406 82.542 162.406
12038.742 82.541 162.406
12039.079 82.540 162.405
12039.416 82.540 162.405
12039.752 82.539 162.404
12040.089 82.538 162.403
12040.425 82.537 162.402
12040.762 82.536 162.401
12041.098 82.536 162.400
12041.435 82.535 162.399
12041.771 82.534 162.398
12042.107 82.533 162.397
12042.443 82.533 162.396
12042.780 82.532 162.395
12043.116 82.531 162.394
12043.453 82.530 162.392
12043.789 82.530 162.391
12044.126 82.529 162.389
12044.462 82.528 162.388
12044.799 82.527 162.386
12045.136 82.527 162.385
12045.472 82.526 162.383
12045.809 82.525 162.381
12046.145 82.525 162.379
12046.481 82.524 162.377
12046.817 82.523 162.375
12047.154 82.522 162.374
12047.490 82.522 162.371
12047.827 82.521 162.369
12048.163 82.520 162.367
12048.500 82.520 162.365
12048.836 82.519 162.363
12049.173 82.518 162.360
12049.509 82.518 162.358
12049.846 82.517 162.355
12050.183 82.516 162.353
12050.519 82.516 162.350
12050.855 82.515 162.347
12051.191 82.514 162.345
12051.528 82.514 162.342
12051.864 82.513 162.339
12052.201 82.512 162.336
12052.537 82.512 162.333
12052.874 82.511 162.330
12053.210 82.510 162.327
12053.547 82.510 162.324
12053.883 82.509 162.321
12054.220 82.509 162.317
12054.556 82.508 162.314
12054.893 82.507 162.310
12055.229 82.507 162.307
12055.565 82.506 162.303
12055.902 82.506 162.300
12056.238 82.505 162.296
12056.575 82.504 162.292
12056.911 82.504 162.289
12057.248 82.503 162.285
12057.584 82.503 162.281
12057.921 82.502 162.277
12058.257 82.501 162.273
12058.594 82.501 162.269
12058.930 82.500 162.264
12059.267 82.500 162.260
12059.603 82.499 162.256
12059.939 82.498 162.251
12060.275 82.498 162.247
12060.612 82.497 162.243
12060.949 82.497 162.238
12061.285 82.496 162.233
12061.622 82.496 162.229
12061.958 82.495 162.224
12062.295 82.494 162.219
12062.631 82.494 162.214
12062.968 82.493 162.209
12063.304 82.493 162.204
12063.641 82.492 162.199
12063.977 82.492 162.194
12064.313 82.491 162.189
12064.649 82.490 162.184
12064.986 82.490 162.178
12065.322 82.489 162.173
12065.659 82.489 162.167
12065.995 82.488 162.162
12066.332 82.488 162.156
12066.669 82.487 162.151
12067.005 82.487 162.145
12067.342 82.486 162.139
12067.678 82.485 162.134
12068.015 82.485 162.128
12068.351 82.484 162.122
12068.688 82.484 162.116
12069.023 82.483 162.110
12069.360 82.483 162.104
12069.696 82.482 162.097
12070.033 82.482 162.091
12070.369 82.481 162.085
12070.706 82.481 162.079
12071.042 82.480 162.072
12071.379 82.480 162.066
12071.716 82.479 162.059
12072.052 82.478 162.052
12072.389 82.478 162.046
12072.725 82.477 162.039
12073.062 82.477 162.032
12073.397 82.476 162.025
12073.734 82.476 162.019
12074.070 82.475 162.011
12074.407 82.475 162.004
12074.743 82.474 161.997
12075.080 82.474 161.990
12075.416 82.473 161.983
12075.753 82.472 161.976
12076.089 82.472 161.968
12076.426 82.471 161.961
12076.763 82.471 161.954
12077.099 82.470 161.946
12077.436 82.470 161.938
12077.771 82.469 161.931
12078.108 82.469 161.923
12078.444 82.468 161.916
12078.781 82.468 161.908
12079.117 82.467 161.900
12079.454 82.466 161.892
12079.790 82.466 161.884
12080.127 82.465 161.876
12080.463 82.465 161.868
12080.800 82.464 161.860
12081.136 82.464 161.852
12081.473 82.463 161.843
12081.809 82.463 161.835
12082.146 82.462 161.826
12082.482 82.461 161.818
12082.818 82.461 161.810
12083.155 82.460 161.801
12083.491 82.460 161.792
12083.828 82.459 161.784
12084.164 82.459 161.775
12084.501 82.458 161.767
12084.837 82.458 161.758
12085.174 82.457 161.749
12085.510 82.456 161.740
12085.847 82.456 161.731
12086.183 82.455 161.722
12086.520 82.455 161.713
12086.855 82.454 161.704
12087.192 82.453 161.695
12087.528 82.453 161.686
12087.865 82.452 161.676
12088.202 82.452 161.667
12088.538 82.451 161.657
12088.875 82.450 161.648
12089.211 82.450 161.639
12089.548 82.449 161.629
12089.884 82.449 161.620
12090.221 82.448 161.610
12090.557 82.447 161.600
12090.894 82.447 161.591
12091.229 82.446 161.581
12091.566 82.446 161.571
12091.902 82.445 161.561
12092.239 82.444 161.551
12092.575 82.444 161.541
12092.912 82.443 161.531
12093.249 82.442 161.521
12093.585 82.442 161.511
12093.922 82.441 161.501
12094.258 82.441 161.491
12094.595 82.440 161.481
12094.931 82.439 161.470
12095.268 82.439 161.460
12095.604 82.438 161.450
12095.940 82.437 161.439
12096.276 82.437 161.429
12096.613 82.436 161.418
12096.949 82.435 161.408
12097.286 82.435 161.397
12097.622 82.434 161.387
12097.959 82.433 161.376
12098.296 82.432 161.365
12098.632 82.432 161.355
12098.969 82.431 161.344
12099.305 82.430 161.333
12099.642 82.430 161.322
12099.978 82.429 161.312
12100.314 82.428 161.301
12100.650 82.428 161.290
12100.987 82.427 161.279
12101.323 82.426 161.268
12101.660 82.425 161.256
12101.996 82.425 161.245
12102.333 82.424 161.234
12102.669 82.423 161.223
12103.006 82.422 161.212
12103.342 82.422 161.201
12103.679 82.421 161.189
12104.016 82.420 161.178
12104.352 82.419 161.167
12104.688 82.419 161.155
12105.024 82.418 161.144
12105.361 82.417 161.132
12105.697 82.416 161.121
12106.034 82.415 161.109
12106.370 82.415 161.098
12106.707 82.414 161.086
12107.043 82.413 161.075
12107.380 82.412 161.063
12107.716 82.411 161.052
12108.053 82.411 161.040
12108.389 82.410 161.028
12108.726 82.409 161.016
12109.062 82.408 161.004
12109.398 82.407 160.993
12109.735 82.406 160.981
12110.071 82.406 160.969
12110.408 82.405 160.957
12110.744 82.404 160.945
12111.081 82.403 160.933
12111.417 82.402 160.921
12111.754 82.401 160.909
12112.090 82.400 160.897
12112.427 82.399 160.885
12112.763 82.399 160.873
12113.100 82.398 160.861
12113.436 82.397 160.849
12113.772 82.396 160.837
12114.108 82.395 160.825
12114.445 82.394 160.813
12114.782 82.393 160.801
12115.118 82.392 160.789
12115.455 82.391 160.776
12115.791 82.390 160.764
12116.128 82.389 160.752
12116.464 82.388 160.740
12116.801 82.387 160.727
12117.137 82.386 160.715
12117.474 82.385 160.703
12117.810 82.385 160.690
12118.146 82.384 160.678
12118.482 82.383 160.666
12118.819 82.382 160.653
12119.155 82.381 160.641
12119.492 82.380 160.628
12119.829 82.378 160.616
12120.165 82.377 160.604
12120.502 82.376 160.591
12120.838 82.375 160.579
12121.175 82.374 160.566
12121.511 82.373 160.554
12121.848 82.372 160.542
12122.184 82.371 160.529
12122.521 82.370 160.517
12122.856 82.369 160.504
12123.193 82.368 160.491
12123.529 82.367 160.479
12123.866 82.366 160.467
12124.202 82.365 160.454
12124.539 82.364 160.441
12124.875 82.362 160.429
12125.212 82.361 160.416
12125.549 82.360 160.404
12125.885 82.359 160.391
12126.222 82.358 160.379
12126.558 82.357 160.366
12126.895 82.356 160.354
12127.230 82.355 160.341
12127.567 82.353 160.329
12127.903 82.352 160.316
12128.240 82.351 160.303
12128.576 82.350 160.291
12128.913 82.349 160.278
12129.249 82.347 160.266
12129.586 82.346 160.253
12129.922 82.345 160.241
12130.259 82.344 160.228
12130.595 82.343 160.216
12130.932 82.341 160.203
12131.269 82.340 160.190
12131.604 82.339 160.178
12131.941 82.338 160.166
12132.277 82.336 160.153
12132.614 82.335 160.140
12132.950 82.334 160.128
12133.287 82.333 160.115
12133.623 82.331 160.103
12133.960 82.330 160.090
12134.296 82.329 160.078
12134.633 82.327 160.065
12134.969 82.326 160.053
12135.306 82.325 160.041
12135.642 82.323 160.028
12135.979 82.322 160.016
12136.315 82.321 160.003
12136.651 82.319 159.991
12136.988 82.318 159.979
12137.324 82.317 159.966
12137.661 82.315 159.954
12137.997 82.314 159.941
12138.334 82.313 159.929
12138.670 82.311 159.917
12139.007 82.310 159.905
12139.343 82.308 159.892
12139.680 82.307 159.880
12140.016 82.306 159.868
12140.353 82.304 159.855
12140.688 82.303 159.843
12141.025 82.301 159.831
12141.362 82.300 159.819
12141.698 82.298 159.807
12142.035 82.297 159.794
12142.371 82.295 159.782
12142.708 82.294 159.770
12143.044 82.292 159.758
12143.381 82.291 159.746
12143.717 82.289 159.734
12144.054 82.288 159.722
12144.390 82.286 159.710
12144.727 82.285 159.698
12145.062 82.283 159.686
12145.399 82.282 159.674
12145.735 82.280 159.662
12146.072 82.279 159.650
12146.408 82.277 159.638
12146.745 82.276 159.627
12147.082 82.274 159.615
12147.418 82.273 159.603
12147.755 82.271 159.591
12148.091 82.270 159.580
12148.428 82.268 159.568
12148.764 82.266 159.556
12149.101 82.265 159.545
12149.437 82.263 159.533
12149.773 82.262 159.521
12150.109 82.260 159.510
12150.446 82.258 159.498
12150.782 82.257 159.487
12151.119 82.255 159.475
12151.455 82.253 159.464
12151.792 82.252 159.453
12152.128 82.250 159.441
12152.465 82.248 159.430
12152.802 82.247 159.419
12153.138 82.245 159.407
12153.475 82.243 159.396
12153.811 82.242 159.385
12154.147 82.240 159.374
12154.483 82.238 159.363
12154.820 82.237 159.352
12155.156 82.235 159.341
12155.493 82.233 159.330
12155.829 82.231 159.319
12156.166 82.230 159.308
12156.502 82.228 159.297
12156.839 82.226 159.286
12157.175 82.224 159.275
12157.512 82.223 159.264
12157.849 82.221 159.253
12158.185 82.219 159.243
12158.521 82.217 159.232
12158.857 82.216 159.221
12159.194 82.214 159.211
12159.530 82.212 159.200
12159.867 82.210 159.190
12160.203 82.208 159.179
12160.540 82.207 159.169
12160.876 82.205 159.158
12161.213 82.203 159.148
12161.549 82.201 159.138
12161.886 82.199 159.128
12162.222 82.197 159.117
12162.559 82.196 159.107
12162.896 82.194 159.097
12163.231 82.192 159.087
12163.568 82.190 159.077
12163.904 82.188 159.067
12164.241 82.186 159.057
12164.577 82.184 159.047
12164.914 82.182 159.037
12165.250 82.181 159.028
12165.587 82.179 159.018
12165.923 82.177 159.008
12166.260 82.175 158.998
12166.596 82.173 158.989
12166.933 82.171 158.979
12167.269 82.169 158.969
12167.605 82.167 158.960
12167.941 82.165 158.951
12168.278 82.163 158.941
12168.615 82.161 158.932
12168.951 82.159 158.923
12169.288 82.157 158.913
12169.624 82.155 158.904
12169.961 82.153 158.895
12170.297 82.151 158.886
12170.634 82.150 158.877
12170.970 82.148 158.868
12171.307 82.146 158.859
12171.643 82.144 158.850
12171.979 82.142 158.841
12172.315 82.140 158.833
12172.652 82.138 158.824
12172.988 82.136 158.815
12173.325 82.134 158.806
12173.661 82.131 158.798
12173.998 82.129 158.789
12174.335 82.127 158.781
12174.671 82.125 158.772
12175.008 82.123 158.764
12175.344 82.121 158.756
12175.681 82.119 158.747
12176.017 82.117 158.739
12176.354 82.115 158.731
12176.689 82.113 158.723
12177.026 82.111 158.715
12177.362 82.109 158.707
12177.699 82.107 158.699
12178.035 82.105 158.691
12178.372 82.103 158.683
12178.708 82.101 158.676
12179.045 82.098 158.668
12179.382 82.096 158.660
12179.718 82.094 158.652
12180.055 82.092 158.645
12180.391 82.090 158.637
12180.728 82.088 158.630
12181.063 82.086 158.623
12181.400 82.084 158.615
12181.736 82.082 158.608
12182.073 82.079 158.601
12182.409 82.077 158.594
12182.746 82.075 158.586
12183.082 82.073 158.579
12183.419 82.071 158.572
12183.755 82.069 158.565
12184.092 82.067 158.559
12184.429 82.064 158.552
12184.765 82.062 158.545
12185.102 82.060 158.538
12185.438 82.058 158.531
12185.774 82.056 158.525
12186.110 82.054 158.519
12186.447 82.051 158.512
12186.783 82.049 158.506
12187.120 82.047 158.499
12187.456 82.045 158.493
12187.793 82.043 158.487
12188.129 82.040 158.480
12188.466 82.038 158.474
12188.802 82.036 158.468
12189.139 82.034 158.462
12189.475 82.032 158.456
12189.812 82.029 158.450
12190.148 82.027 158.445
12190.484 82.025 158.439
12190.821 82.023 158.433
12191.157 82.021 158.427
12191.494 82.018 158.422
12191.830 82.016 158.416
12192.167 82.014 158.411
12192.503 82.012 158.406
12192.840 82.009 158.400
12193.176 82.007 158.395
12193.513 82.005 158.390
12193.849 82.003 158.384
12194.186 82.000 158.379
12194.521 81.998 158.374
12194.858 81.996 158.369
12195.194 81.994 158.364
12195.531 81.991 158.359
12195.868 81.989 158.354
12196.204 81.987 158.350
12196.541 81.985 158.345
12196.877 81.982 158.340
12197.214 81.980 158.336
12197.550 81.978 158.331
12197.887 81.976 158.327
12198.223 81.973 158.322
12198.560 81.971 158.318
12198.896 81.969 158.314
12199.232 81.966 158.310
12199.568 81.964 158.305
12199.905 81.962 158.301
12200.241 81.960 158.297
12200.578 81.957 158.293
12200.915 81.955 158.289
12201.251 81.953 158.285
12201.588 81.950 158.281
12201.924 81.948 158.278
12202.261 81.946 158.274
12202.597 81.944 158.271
12202.934 81.941 158.267
12203.270 81.939 158.263
12203.606 81.937 158.260
12203.942 81.934 158.257
12204.279 81.932 158.253
12204.615 81.930 158.250
12204.952 81.927 158.247
12205.288 81.925 158.243
12205.625 81.923 158.240
12205.962 81.921 158.237
12206.298 81.918 158.234
12206.635 81.916 158.231
12206.971 81.914 158.229
12207.308 81.911 158.226
12207.644 81.909 158.223
12207.980 81.907 158.220
12208.316 81.904 158.218
12208.653 81.902 158.215
12208.989 81.900 158.213
12209.326 81.897 158.210
12209.662 81.895 158.208
12209.999 81.893 158.205
12210.335 81.890 158.203
12210.672 81.888 158.201
12211.008 81.886 158.199
12211.345 81.883 158.197
12211.682 81.881 158.195
12212.018 81.879 158.193
12212.354 81.877 158.191
12212.690 81.874 158.189
12213.027 81.872 158.187
12213.363 81.870 158.185
12213.700 81.867 158.183
12214.036 81.865 158.182
12214.373 81.863 158.180
12214.709 81.860 158.179
12215.046 81.858 158.177
12215.382 81.856 158.176
12215.719 81.853 158.174
12216.055 81.851 158.173
12216.392 81.849 158.172
12216.728 81.846 158.171
12217.064 81.844 158.169
12217.401 81.842 158.168
12217.737 81.839 158.167
12218.074 81.837 158.167
12218.410 81.835 158.166
12218.747 81.832 158.165
12219.083 81.830 158.164
12219.420 81.828 158.163
12219.756 81.825 158.162
12220.093 81.823 158.162
12220.429 81.821 158.161
12220.766 81.818 158.161
12221.102 81.816 158.160
12221.438 81.814 158.160
12221.774 81.811 158.159
12222.111 81.809 158.159
12222.448 81.807 158.159
12222.784 81.804 158.159
12223.121 81.802 158.159
12223.457 81.800 158.159
12223.794 81.797 158.158
12224.130 81.795 158.159
12224.467 81.793 158.159
12224.803 81.791 158.159
12225.140 81.788 158.159
12225.476 81.786 158.159
12225.812 81.784 158.159
12226.148 81.781 158.160
12226.485 81.779 158.160
12226.821 81.777 158.161
12227.158 81.774 158.161
12227.495 81.772 158.162
12227.831 81.770 158.162
12228.168 81.767 158.163
12228.504 81.765 158.164
12228.841 81.763 158.165
12229.177 81.760 158.166
12229.514 81.758 158.166
12229.850 81.756 158.167
12230.187 81.754 158.168
12230.522 81.751 158.169
12230.859 81.749 158.170
12231.195 81.747 158.171
12231.532 81.744 158.173
12231.868 81.742 158.174
12232.205 81.740 158.175
12232.541 81.737 158.177
12232.878 81.735 158.178
12233.215 81.733 158.179
12233.551 81.731 158.181
12233.888 81.728 158.182
12234.224 81.726 158.184
12234.561 81.724 158.186
12234.896 81.721 158.188
12235.233 81.719 158.189
12235.569 81.717 158.191
12235.906 81.715 158.193
12236.242 81.712 158.195
12236.579 81.710 158.197
12236.915 81.708 158.199
12237.252 81.705 158.201
12237.588 81.703 158.203
12237.925 81.701 158.205
12238.261 81.699 158.207
12238.598 81.696 158.209
12238.935 81.694 158.212
12239.271 81.692 158.214
12239.607 81.690 158.216
12239.943 81.687 158.219
12240.280 81.685 158.221
12240.616 81.683 158.224
12240.953 81.681 158.226
12241.289 81.678 158.229
12241.626 81.676 158.232
12241.962 81.674 158.234
12242.299 81.672 158.237
12242.635 81.669 158.240
12242.972 81.667 158.243
12243.308 81.665 158.246
12243.645 81.663 158.249
12243.981 81.660 158.251
12244.317 81.658 158.255
12244.654 81.656 158.258
12244.990 81.654 158.261
12245.327 81.652 158.264
12245.663 81.649 158.267
12246.000 81.647 158.271
12246.336 81.645 158.274
12246.673 81.643 158.277
12247.009 81.640 158.281
12247.346 81.638 158.284
12247.682 81.636 158.288
12248.019 81.634 158.291
12248.354 81.632 158.295
12248.691 81.629 158.298
12249.028 81.627 158.302
12249.364 81.625 158.306
12249.701 81.623 158.309
12250.037 81.621 158.313
12250.374 81.619 158.317
12250.710 81.616 158.321
12251.047 81.614 158.325
12251.383 81.612 158.329
12251.720 81.610 158.333
12252.056 81.608 158.337
12252.393 81.605 158.341
12252.729 81.603 158.345
12253.065 81.601 158.349
12253.401 81.599 158.353
12253.738 81.597 158.358
12254.074 81.595 158.362
12254.411 81.593 158.366
12254.748 81.590 158.371
12255.084 81.588 158.375
12255.421 81.586 158.379
12255.757 81.584 158.384
12256.094 81.582 158.388
12256.430 81.580 158.393
12256.767 81.578 158.398
12257.103 81.575 158.402
12257.439 81.573 158.407
12257.775 81.571 158.412
12258.112 81.569 158.417
12258.448 81.567 158.421
12258.785 81.565 158.426
12259.121 81.563 158.431
12259.458 81.561 158.436
12259.794 81.559 158.441
12260.131 81.556 158.446
12260.468 81.554 158.451
12260.804 81.552 158.456
12261.141 81.550 158.461
12261.477 81.548 158.466
12261.813 81.546 158.471
12262.149 81.544 158.477
12262.486 81.542 158.482
12262.822 81.540 158.487
12263.159 81.538 158.493
12263.495 81.536 158.498
12263.832 81.534 158.503
12264.168 81.532 158.509
12264.505 81.530 158.514
12264.841 81.528 158.520
12265.178 81.525 158.525
12265.515 81.523 158.531
12265.851 81.521 158.537
12266.188 81.519 158.542
12266.523 81.517 158.548
12266.860 81.515 158.553
12267.196 81.513 158.559
12267.533 81.511 158.565
12267.869 81.509 158.571
12268.206 81.507 158.577
12268.542 81.505 158.583
12268.879 81.503 158.589
12269.215 81.501 158.594
12269.552 81.499 158.601
12269.888 81.497 158.606
12270.225 81.495 158.613
12270.562 81.493 158.619
12270.897 81.491 158.625
12271.234 81.489 158.631
12271.570 81.487 158.637
12271.907 81.486 158.643
12272.243 81.484 158.649
12272.580 81.482 158.656
12272.916 81.480 158.662
12273.253 81.478 158.668
12273.589 81.476 158.675
12273.926 81.474 158.681
12274.262 81.472 158.688
12274.599 81.470 158.694
12274.935 81.468 158.700
12275.271 81.466 158.707
12275.607 81.464 158.713
12275.944 81.462 158.720
12276.281 81.460 158.727
12276.617 81.459 158.733
12276.954 81.457 158.740
12277.290 81.455 158.747
12277.627 81.453 158.753
12277.963 81.451 158.760
12278.300 81.449 158.767
12278.636 81.447 158.773
12278.973 81.445 158.780
12279.309 81.444 158.787
12279.646 81.442 158.794
12279.981 81.440 158.801
12280.318 81.438 158.808
12280.654 81.436 158.815
12280.991 81.434 158.822
12281.327 81.432 158.829
12281.664 81.431 158.835
12282.001 81.429 158.843
12282.337 81.427 158.850
12282.674 81.425 158.857
12283.010 81.423 158.864
12283.347 81.422 158.871
12283.683 81.420 158.878
12284.020 81.418 158.885
12284.355 81.416 158.892
12284.692 81.414 158.900
12285.028 81.413 158.907
12285.365 81.411 158.914
12285.701 81.409 158.921
12286.038 81.407 158.929
12286.374 81.406 158.936
12286.711 81.404 158.943
12287.048 81.402 158.951
12287.384 81.400 158.958
12287.721 81.399 158.966
12288.057 81.397 158.973
12288.394 81.395 158.980
12288.729 81.393 158.988
12289.066 81.392 158.995
12289.402 81.390 159.003
12289.739 81.388 159.010
12290.075 81.387 159.018
12290.412 81.385 159.026
12290.748 81.383 159.033
12291.085 81.382 159.041
12291.421 81.380 159.048
12291.758 81.378 159.056
12292.095 81.377 159.064
12292.431 81.375 159.071
12292.768 81.373 159.079
12293.104 81.372 159.087
12293.440 81.370 159.094
12293.776 81.368 159.102
12294.113 81.367 159.110
12294.449 81.365 159.118
12294.786 81.364 159.125
12295.122 81.362 159.133
12295.459 81.360 159.141
12295.795 81.359 159.149
12296.132 81.357 159.156
12296.468 81.356 159.165
12296.805 81.354 159.172
12297.141 81.352 159.180
12297.478 81.351 159.188
12297.814 81.349 159.196
12298.150 81.348 159.204
12298.487 81.346 159.212
12298.823 81.345 159.220
12299.160 81.343 159.228
12299.496 81.341 159.236
12299.833 81.340 159.244
12300.169 81.338 159.251
12300.506 81.337 159.260
12300.842 81.335 159.268
12301.179 81.334 159.275
12301.515 81.332 159.283
12301.852 81.331 159.292
12302.188 81.329 159.300
12302.524 81.328 159.308
12302.860 81.326 159.316
12303.197 81.325 159.324
12303.534 81.324 159.332
12303.870 81.322 159.340
12304.207 81.321 159.348
12304.543 81.319 159.356
12304.880 81.318 159.364
12305.216 81.316 159.372
12305.553 81.315 159.380
12305.889 81.313 159.388
12306.226 81.312 159.396
12306.562 81.311 159.405
12306.898 81.309 159.413
12307.234 81.308 159.421
12307.571 81.306 159.429
12307.907 81.305 159.437
12308.244 81.304 159.445
12308.581 81.302 159.453
12308.917 81.301 159.461
12309.254 81.300 159.469
12309.590 81.298 159.478
12309.927 81.297 159.486
12310.263 81.296 159.494
12310.600 81.294 159.502
12310.936 81.293 159.510
12311.272 81.292 159.518
12311.608 81.290 159.526
12311.945 81.289 159.534
12312.281 81.288 159.542
12312.618 81.286 159.551
12312.954 81.285 159.559
12313.291 81.284 159.567
12313.628 81.283 159.575
12313.964 81.281 159.583
12314.301 81.280 159.591
12314.637 81.279 159.599
12314.974 81.278 159.607
12315.310 81.276 159.615
12315.646 81.275 159.623
12315.982 81.274 159.631
12316.319 81.273 159.639
12316.655 81.271 159.647
12316.992 81.270 159.656
12317.328 81.269 159.664
12317.665 81.268 159.672
12318.001 81.267 159.680
12318.338 81.265 159.688
12318.674 81.264 159.696
12319.011 81.263 159.704
12319.348 81.262 159.712
12319.684 81.261 159.719
12320.021 81.260 159.728
12320.356 81.259 159.736
12320.693 81.257 159.743
12321.029 81.256 159.751
12321.366 81.255 159.759
12321.702 81.254 159.767
12322.039 81.253 159.775
12322.375 81.252 159.783
12322.712 81.251 159.791
12323.048 81.250 159.799
12323.385 81.249 159.806
12323.721 81.247 159.814
12324.058 81.246 159.822
12324.394 81.245 159.830
12324.730 81.244 159.838
12325.067 81.243 159.845
12325.403 81.242 159.853
12325.740 81.241 159.861
12326.076 81.240 159.868
12326.413 81.239 159.876
12326.749 81.238 159.884
12327.086 81.237 159.891
12327.422 81.236 159.899
12327.759 81.235 159.906
12328.095 81.234 159.914
12328.432 81.233 159.922
12328.768 81.232 159.929
12329.104 81.231 159.937
12329.440 81.230 159.944
12329.777 81.229 159.952
12330.114 81.228 159.959
12330.450 81.227 159.966
12330.787 81.226 159.974
12331.123 81.225 159.981
12331.460 81.225 159.989
12331.796 81.224 159.996
12332.133 81.223 160.003
12332.469 81.222 160.010
12332.806 81.221 160.017
12333.142 81.220 160.025
12333.479 81.219 160.032
12333.814 81.218 160.039
12334.151 81.217 160.046
12334.487 81.216 160.053
12334.824 81.216 160.060
12335.161 81.215 160.067
12335.497 81.214 160.074
12335.834 81.213 160.081
12336.170 81.212 160.088
12336.507 81.211 160.095
12336.843 81.211 160.102
12337.180 81.210 160.108
12337.516 81.209 160.115
12337.853 81.208 160.122
12338.188 81.207 160.128
12338.525 81.207 160.135
12338.861 81.206 160.142
12339.198 81.205 160.148
12339.534 81.204 160.155
12339.871 81.203 160.161
12340.207 81.203 160.168
12340.544 81.202 160.174
12340.881 81.201 160.180
12341.217 81.200 160.187
12341.554 81.200 160.193
12341.890 81.199 160.199
12342.227 81.198 160.206
